ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
1557754_at	7.67e-05	3.16e-05	-4.358167	1.24772	-0.6620055	LOC401068	uncharacterized LOC401068	LOC401068	uncharacterized LOC401068	TRUE
229228_at	1.9e-06	5.95e-07	5.331692	5.093632	1.3728274	LOC401317///CREB5	uncharacterized LOC401317///cAMP responsive element binding protein 5	CREB5	cAMP responsive element binding protein 5	FALSE
232897_at	4.48e-05	1.77e-05	-4.506772	1.80267	-0.4585547	LOC403323	uncharacterized LOC403323	LERFS	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting	FALSE
236366_at	0.000413	0.000193	3.870314	-0.481798	0.3049744	LOC440149	uncharacterized LOC440149	LOC102725228	uncharacterized LOC102725228	FALSE
229761_at	0.000508	0.00024	-3.808215	-0.691212	-0.8070742	LOC440173	uncharacterized LOC440173	LINC02893	long intergenic non-protein coding RNA 2893	FALSE
1565867_a_at	0.000128	5.47e-05	-4.213561	0.719954	-0.5722496	LOC441155///ZC3H11A	zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A	ZC3H11A	zinc finger CCCH-type containing 11A	FALSE
239665_at	0.00115	0.00058	3.553484	-1.52329	0.6275949	LOC441179	uncharacterized LOC441179	LOC441179	uncharacterized LOC441179	FALSE
220730_at	0.0552	0.0383	2.098582	-5.342486	0.1727095	LOC642533	uncharacterized LOC642533	ZNF778	zinc finger protein 778	FALSE
228909_at	0.0581	0.0406	-2.074015	-5.391957	-0.3190105	LOC642852	uncharacterized LOC642852	LINC00205	long intergenic non-protein coding RNA 205	FALSE
228412_at	0.000109	4.58e-05	4.260847	0.891176	0.3820639	LOC643072	uncharacterized LOC643072	BAZ2B-AS1	BAZ2B antisense RNA 1	FALSE
240890_at	4.4e-15	2.93e-16	9.766412	26.262074	1.6030343	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene	CASP4LP	caspase 4 like, pseudogene	FALSE
213013_at	0.776	0.738	-0.335451	-7.456078	-0.0312466	LOC644172///MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 pseudogene///mitogen-activated protein kinase 8 interacting protein 1	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	FALSE
229870_at	0.429	0.374	-0.892493	-7.11324	-0.0882025	LOC644656	uncharacterized LOC644656	LOC644656	uncharacterized LOC644656	FALSE
242305_at	0.0603	0.0423	2.056787	-5.426332	0.2382494	LOC645513	septin 7 pseudogene	SEPTIN7P14	septin 7 pseudogene 14	FALSE
238715_at	0.00261	0.0014	3.285066	-2.351216	0.3596004	LOC646014	uncharacterized LOC646014	LOC646014	uncharacterized LOC646014	TRUE
1568597_at	0.103	0.0761	1.792123	-5.920937	0.1995766	LOC646762	uncharacterized LOC646762	LOC646762	uncharacterized LOC646762	FALSE
215467_x_at	0.0679	0.0481	2.000392	-5.537006	0.0955049	LOC647070	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	DHX9-AS1	DHX9 antisense RNA 1	FALSE
1569008_at	4.62e-06	1.54e-06	-5.10767	4.167053	-0.2649487	LOC648761///FAM201B	uncharacterized LOC648761///family with sequence similarity 201 member B	FAM201B	family with sequence similarity 201 member B	FALSE
1553130_at	3.84e-09	7.52e-10	-6.798934	11.639289	-0.3281021	LOC652276	potassium channel tetramerization domain containing 5 pseudogene	LOC652276	potassium channel tetramerization domain containing 5 pseudogene	FALSE
229546_at	0.58	0.527	0.634144	-7.310638	0.1856462	LOC653602///FAM84A	uncharacterized LOC653602///family with sequence similarity 84 member A	LRATD1	LRAT domain containing 1	FALSE
1569453_a_at	8.76e-15	6.2e-16	9.618411	25.515611	1.7007929	LOC692247	uncharacterized LOC692247	LMNTD2-AS1	LMNTD2 antisense RNA 1	FALSE
1558529_s_at	0.862	0.836	0.207667	-7.490993	0.0134844	LOC728323	uncharacterized LOC728323	LOC728323	uncharacterized LOC728323	TRUE
1559926_at	4.6e-06	1.54e-06	-5.108335	4.169771	-0.3474925	LOC728353	uncharacterized LOC728353	LOC728353	uncharacterized LOC728353	TRUE
235358_at	1.87e-11	2.42e-12	-7.975877	17.30808	-0.4310198	LOC728485	uncharacterized LOC728485	LOC728485	uncharacterized LOC728485	FALSE
1569110_x_at	9.56e-07	2.84e-07	-5.502371	5.814448	-1.1950267	LOC728613	programmed cell death 6 pseudogene	PDCD6P1	PDCD6 pseudogene 1	FALSE
1568764_x_at	1.58e-06	4.86e-07	-5.378578	5.290395	-0.8685103	LOC728613///PDCD6	programmed cell death 6 pseudogene///programmed cell death 6	PDCD6	programmed cell death 6	FALSE
225907_at	0.929	0.915	0.106876	-7.50695	0.0054385	LOC728743	zinc finger protein pseudogene	LOC728743	zinc finger domain-containing protein LOC728743	FALSE
228977_at	0.0018	0.00094	3.408473	-1.976969	0.8786361	LOC729680	uncharacterized LOC729680	LOC729680	uncharacterized LOC729680	TRUE
236497_at	0.000501	0.000237	-3.812495	-0.676859	-0.3210681	LOC729683	uncharacterized LOC729683	LOC729683	uncharacterized LOC729683	FALSE
231478_at	4.35e-22	8.56e-24	13.234394	43.532891	2.2471043	LOC729966///PDE4C	uncharacterized LOC729966///phosphodiesterase 4C	PDE4C	phosphodiesterase 4C	FALSE
235362_at	1.82e-14	1.37e-15	9.462626	24.73037	1.2331626	LOC729970	hCG2028352-like	CNN3-DT	CNN3 divergent transcript	FALSE
213248_at	0.00284	0.00153	-3.256974	-2.434857	-0.7467282	LOC730101	uncharacterized LOC730101	LOC730101	uncharacterized LOC730101	FALSE
218575_at	7.51e-05	3.09e-05	-4.364265	1.270244	-0.41455	LOC730268///ANAPC1	anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1	ANAPC1	anaphase promoting complex subunit 1	FALSE
208107_s_at	0.00165	0.000853	-3.437677	-1.886797	-0.5693514	LOC81691	exonuclease NEF-sp	REXO5	RNA exonuclease 5	FALSE
233835_at	0.181	0.142	1.480583	-6.420862	0.2031933	LOC90246	uncharacterized LOC90246	LOC90246	uncharacterized LOC90246	FALSE
234341_x_at	0.00296	0.0016	3.24301	-2.476218	0.2036754	LOC91548	uncharacterized LOC91548	NEK2-DT	NEK2 divergent transcript	FALSE
225391_at	0.0054	0.00307	3.033897	-3.078139	0.3012046	LOC93622	Morf4 family associated protein 1 like 1 pseudogene	MRFAP1L2	Morf4 family associated protein 1 like 2	FALSE
209017_s_at	5.69e-06	1.93e-06	-5.054001	3.94852	-0.4167629	LONP1	lon peptidase 1, mitochondrial	LONP1	lon peptidase 1, mitochondrial	FALSE
215322_at	8.65e-24	1.32e-25	14.100376	47.693497	1.693358	LONRF1	LON peptidase N-terminal domain and ring finger 1	LONRF1	LON peptidase N-terminal domain and ring finger 1	FALSE
225996_at	0.0638	0.045	2.029903	-5.479444	0.7405522	LONRF2	LON peptidase N-terminal domain and ring finger 2	LONRF2	LON peptidase N-terminal domain and ring finger 2	FALSE
220009_at	5.02e-08	1.2e-08	6.207658	8.914206	0.9147898	LONRF3	LON peptidase N-terminal domain and ring finger 3	LONRF3	LON peptidase N-terminal domain and ring finger 3	FALSE
204298_s_at	3.59e-06	1.18e-06	-5.171509	4.42876	-1.2762771	LOX	lysyl oxidase	LOX	lysyl oxidase	FALSE
203570_at	0.000123	5.26e-05	-4.22428	0.75865	-0.8576602	LOXL1	lysyl oxidase like 1	LOXL1	lysyl oxidase like 1	FALSE
202998_s_at	4.61e-09	9.16e-10	-6.7573	11.444213	-1.5948535	LOXL2	lysyl oxidase like 2	LOXL2	lysyl oxidase like 2	FALSE
228253_at	0.157	0.122	-1.561498	-6.299716	-0.1524499	LOXL3	lysyl oxidase like 3	LOXL3	lysyl oxidase like 3	FALSE
227145_at	0.236	0.191	-1.315545	-6.648762	-0.3638405	LOXL4	lysyl oxidase like 4	LOXL4	lysyl oxidase like 4	FALSE
204038_s_at	0.0212	0.0135	-2.514441	-4.425443	-0.3059506	LPAR1	lysophosphatidic acid receptor 1	LPAR1	lysophosphatidic acid receptor 1	FALSE
206723_s_at	0.0934	0.0684	-1.842367	-5.831916	-0.1415508	LPAR2	lysophosphatidic acid receptor 2	LPAR2	lysophosphatidic acid receptor 2	FALSE
220816_at	0.0194	0.0123	-2.549449	-4.34153	-0.3952596	LPAR3	lysophosphatidic acid receptor 3	LPAR3	lysophosphatidic acid receptor 3	FALSE
230252_at	0.000186	8.18e-05	-4.106112	0.335893	-0.7643931	LPAR5	lysophosphatidic acid receptor 5	LPAR5	lysophosphatidic acid receptor 5	FALSE
218589_at	0.00197	0.00104	3.378232	-2.069695	0.5691169	LPAR6	lysophosphatidic acid receptor 6	LPAR6	lysophosphatidic acid receptor 6	FALSE
201818_at	0.000516	0.000244	3.803443	-0.707202	0.8682165	LPCAT1	lysophosphatidylcholine acyltransferase 1	LPCAT1	lysophosphatidylcholine acyltransferase 1	FALSE
227889_at	0.078	0.0561	1.932502	-5.666464	0.3111284	LPCAT2	lysophosphatidylcholine acyltransferase 2	LPCAT2	lysophosphatidylcholine acyltransferase 2	FALSE
202793_at	5.36e-08	1.29e-08	6.192582	8.8461	0.6391006	LPCAT3	lysophosphatidylcholine acyltransferase 3	LPCAT3	lysophosphatidylcholine acyltransferase 3	FALSE
213078_x_at	0.316	0.266	-1.119545	-6.885551	-0.0996797	LPCAT4	lysophosphatidylcholine acyltransferase 4	LPCAT4	lysophosphatidylcholine acyltransferase 4	FALSE
1555058_a_at	2.83e-11	3.77e-12	-7.886823	16.870559	-1.1871383	LPGAT1	lysophosphatidylglycerol acyltransferase 1	LPGAT1	lysophosphatidylglycerol acyltransferase 1	FALSE
212272_at	0.00352	0.00193	3.184528	-2.647865	0.4068584	LPIN1	lipin 1	LPIN1	lipin 1	FALSE
202459_s_at	0.00684	0.00397	2.948064	-3.315556	0.5262201	LPIN2	lipin 2	LPIN2	lipin 2	FALSE
203548_s_at	1.61e-10	2.45e-11	7.506809	15.017333	3.155151	LPL	lipoprotein lipase	LPL	lipoprotein lipase	FALSE
202821_s_at	0.00283	0.00153	-3.257698	-2.432709	-0.4174446	LPP	LIM domain containing preferred translocation partner in lipoma	LPP	LIM domain containing preferred translocation partner in lipoma	FALSE
216250_s_at	3.82e-07	1.06e-07	5.726434	6.779006	0.9858913	LPXN	leupaxin	LPXN	leupaxin	FALSE
214109_at	0.0539	0.0374	-2.109483	-5.320362	-0.3999803	LRBA	LPS responsive beige-like anchor protein	LRBA	LPS responsive beige-like anchor protein	FALSE
226795_at	1.33e-13	1.17e-14	9.037734	22.593	0.9100843	LRCH1	leucine rich repeats and calponin homology domain containing 1	LRCH1	leucine rich repeats and calponin homology domain containing 1	FALSE
227688_at	1.39e-09	2.52e-10	7.027566	12.718216	1.6145791	LRCH2	leucine rich repeats and calponin homology domain containing 2	LRCH2	leucine rich repeats and calponin homology domain containing 2	FALSE
1559490_at	1.19e-09	2.12e-10	7.062817	12.885667	1.0007832	LRCH3	leucine rich repeats and calponin homology domain containing 3	LRCH3	leucine rich repeats and calponin homology domain containing 3	FALSE
221956_at	7.99e-08	1.97e-08	-6.099808	8.428643	-0.5912828	LRCH4	leucine rich repeats and calponin homology domain containing 4	LRCH4	leucine rich repeats and calponin homology domain containing 4	FALSE
232486_at	0.000706	0.000343	-3.706986	-1.027125	-0.2571526	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	FALSE
219346_at	8.98e-05	3.74e-05	-4.314107	1.085612	-0.4648098	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	FALSE
219491_at	1.87e-06	5.85e-07	-5.335627	5.110106	-0.6017264	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	FALSE
228648_at	0.0722	0.0516	-1.970209	-5.595072	-0.3884337	LRG1	leucine rich alpha-2-glycoprotein 1	LRG1	leucine rich alpha-2-glycoprotein 1	FALSE
220235_s_at	1.84e-09	3.39e-10	-6.96545	12.423843	-0.8554748	LRIF1	ligand dependent nuclear receptor interacting factor 1	LRIF1	ligand dependent nuclear receptor interacting factor 1	FALSE
211596_s_at	0.00079	0.000386	3.672563	-1.139789	0.5140919	LRIG1	leucine rich repeats and immunoglobulin like domains 1	LRIG1	leucine rich repeats and immunoglobulin like domains 1	FALSE
205953_at	0.0381	0.0257	2.264408	-4.994679	0.222747	LRIG2	leucine rich repeats and immunoglobulin like domains 2	LRIG2	leucine rich repeats and immunoglobulin like domains 2	FALSE
226908_at	0.00305	0.00165	-3.233506	-2.504286	-0.8236852	LRIG3	leucine rich repeats and immunoglobulin like domains 3	LRIG3	leucine rich repeats and immunoglobulin like domains 3	FALSE
35974_at	0.235	0.191	1.317743	-6.645897	0.392869	LRMP	lymphoid restricted membrane protein	IRAG2	inositol 1,4,5-triphosphate receptor associated 2	FALSE
200785_s_at	3.59e-08	8.35e-09	6.286272	9.270524	0.9163755	LRP1	LDL receptor related protein 1	LRP1	LDL receptor related protein 1	FALSE
231861_at	0.0917	0.067	-1.851281	-5.815882	-0.1792011	LRP10	LDL receptor related protein 10	LRP10	LDL receptor related protein 10	FALSE
225060_at	0.0893	0.0651	-1.864754	-5.791509	-0.2766528	LRP11	LDL receptor related protein 11	LRP11	LDL receptor related protein 11	FALSE
219631_at	0.000127	5.43e-05	-4.215591	0.727278	-0.8141068	LRP12	LDL receptor related protein 12	LRP12	LDL receptor related protein 12	FALSE
230863_at	7.77e-12	9.41e-13	8.165869	18.24509	1.8666972	LRP2	LDL receptor related protein 2	LRP2	LDL receptor related protein 2	FALSE
204381_at	0.00162	0.000837	-3.443697	-1.868136	-0.290623	LRP3	LDL receptor related protein 3	LRP3	LDL receptor related protein 3	FALSE
212850_s_at	0.102	0.075	1.798768	-5.909296	0.4331648	LRP4	LDL receptor related protein 4	LRP4	LDL receptor related protein 4	FALSE
209468_at	0.769	0.73	0.345543	-7.452621	0.0603454	LRP5	LDL receptor related protein 5	LRP5	LDL receptor related protein 5	FALSE
214873_at	0.617	0.566	-0.576471	-7.345662	-0.0522545	LRP5L	LDL receptor related protein 5 like	LRP5L	LDL receptor related protein 5 like (pseudogene)	FALSE
225745_at	0.0014	0.000716	3.490615	-1.721802	0.6003205	LRP6	LDL receptor related protein 6	LRP6	LDL receptor related protein 6	FALSE
205282_at	3.15e-06	1.02e-06	-5.204564	4.565012	-1.0191051	LRP8	LDL receptor related protein 8	LRP8	LDL receptor related protein 8	FALSE
201186_at	0.0433	0.0295	2.208131	-5.115409	0.1788396	LRPAP1	LDL receptor related protein associated protein 1	LRPAP1	LDL receptor related protein associated protein 1	FALSE
211971_s_at	0.000255	0.000115	-4.013235	0.009631	-0.5124966	LRPPRC	leucine rich pentatricopeptide repeat containing	LRPPRC	leucine rich pentatricopeptide repeat containing	FALSE
235113_at	2.68e-06	8.62e-07	-5.245245	4.733379	-0.8676496	LRR1	leucine rich repeat protein 1	LRR1	leucine rich repeat protein 1	FALSE
218816_at	0.00272	0.00146	-3.271963	-2.390301	-0.5019379	LRRC1	leucine rich repeat containing 1	LRRC1	leucine rich repeat containing 1	FALSE
236666_s_at	0.0155	0.00961	2.639696	-4.120526	0.6333927	LRRC10B	leucine rich repeat containing 10B	LRRC10B	leucine rich repeat containing 10B	FALSE
32062_at	0.000143	6.16e-05	-4.182226	0.60723	-0.3447568	LRRC14	leucine rich repeat containing 14	LRRC14	leucine rich repeat containing 14	FALSE
213909_at	3.28e-07	9.01e-08	-5.762899	6.937853	-2.2462466	LRRC15	leucine rich repeat containing 15	LRRC15	leucine rich repeat containing 15	FALSE
205381_at	0.505	0.45	-0.757912	-7.224312	-0.2589325	LRRC17	leucine rich repeat containing 17	LRRC17	leucine rich repeat containing 17	FALSE
1554331_a_at	2.1e-19	6.38e-21	11.893352	36.943928	1.2089659	LRRC18	leucine rich repeat containing 18	LRRC18	leucine rich repeat containing 18	FALSE
218550_s_at	7.75e-05	3.19e-05	-4.355435	1.237635	-0.5482275	LRRC20	leucine rich repeat containing 20	LRRC20	leucine rich repeat containing 20	FALSE
206076_at	0.000848	0.000417	3.650286	-1.212273	0.5102824	LRRC23	leucine rich repeat containing 23	LRRC23	leucine rich repeat containing 23	FALSE
1559502_s_at	0.017	0.0107	2.601332	-4.215296	0.3260966	LRRC25	leucine rich repeat containing 25	LRRC25	leucine rich repeat containing 25	FALSE
1558483_at	0.234	0.19	1.32086	-6.641826	0.1414715	LRRC27	leucine rich repeat containing 27	LRRC27	leucine rich repeat containing 27	FALSE
227423_at	0.000778	0.00038	-3.677341	-1.124199	-0.4947883	LRRC28	leucine rich repeat containing 28	LRRC28	leucine rich repeat containing 28	FALSE
232545_at	8.31e-05	3.44e-05	-4.336034	1.166147	-0.2953694	LRRC29	leucine rich repeat containing 29	FBXL9P	F-box and leucine rich repeat protein, pseudogene	FALSE
232536_at	0.027	0.0176	2.413576	-4.661469	0.1329823	LRRC3///LRRC3DN	leucine rich repeat containing 3///LRRC3 downstream neighbor (non-protein coding)	LRRC3	leucine rich repeat containing 3	FALSE
220622_at	0.349	0.296	-1.049745	-6.960904	-0.2984132	LRRC31	leucine rich repeat containing 31	LRRC31	leucine rich repeat containing 31	FALSE
203835_at	5.52e-23	9.6e-25	13.686219	45.713835	1.9508036	LRRC32	leucine rich repeat containing 32	LRRC32	leucine rich repeat containing 32	FALSE
236918_s_at	0.0302	0.0199	2.365362	-4.77125	0.5865166	LRRC34	leucine rich repeat containing 34	LRRC34	leucine rich repeat containing 34	FALSE
220003_at	9.23e-56	3.56e-60	36.654924	126.256132	3.5202215	LRRC36	leucine rich repeat containing 36	LRRC36	leucine rich repeat containing 36	FALSE
229962_at	0.445	0.39	0.862998	-7.13911	0.0870593	LRRC37A3	leucine rich repeat containing 37 member A3	LRRC37A3	leucine rich repeat containing 37 member A3	FALSE
229821_at	0.000292	0.000133	3.973312	-0.128953	0.5131403	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene	LRRC37A	leucine rich repeat containing 37A	FALSE
223552_at	0.0362	0.0243	2.286911	-4.945636	0.4093944	LRRC4	leucine rich repeat containing 4	LRRC4	leucine rich repeat containing 4	FALSE
215063_x_at	0.143	0.109	1.615118	-6.216055	0.0967048	LRRC40	leucine rich repeat containing 40	LRRC40	leucine rich repeat containing 40	FALSE
1555831_s_at	0.0904	0.066	1.858309	-5.80319	0.207494	LRRC41	leucine rich repeat containing 41	LRRC41	leucine rich repeat containing 41	FALSE
215084_s_at	2.06e-05	7.7e-06	-4.716811	2.607885	-0.601782	LRRC42	leucine rich repeat containing 42	LRRC42	leucine rich repeat containing 42	FALSE
1553728_at	0.0827	0.0598	1.903689	-5.720154	0.0904358	LRRC43	leucine rich repeat containing 43	LRRC43	leucine rich repeat containing 43	FALSE
226253_at	0.000694	0.000336	-3.712737	-1.008225	-0.335378	LRRC45	leucine rich repeat containing 45	LRRC45	leucine rich repeat containing 45	FALSE
230601_s_at	2.25e-11	2.96e-12	7.935577	17.10995	1.9301095	LRRC46	leucine rich repeat containing 46	LRRC46	leucine rich repeat containing 46	FALSE
212904_at	0.44	0.385	0.873106	-7.130341	0.0724025	LRRC47	leucine rich repeat containing 47	LRRC47	leucine rich repeat containing 47	FALSE
219338_s_at	1.33e-10	2e-11	7.54821	15.21806	1.0816902	LRRC49	leucine rich repeat containing 49	LRRC49	leucine rich repeat containing 49	FALSE
232226_at	0.0521	0.036	2.124789	-5.289122	0.2846399	LRRC4C	leucine rich repeat containing 4C	LRRC4C	leucine rich repeat containing 4C	FALSE
232554_at	0.526	0.472	-0.722545	-7.25053	-0.0608695	LRRC56	leucine rich repeat containing 56	LRRC56	leucine rich repeat containing 56	FALSE
229232_at	0.264	0.217	-1.242951	-6.740776	-0.1858396	LRRC57	leucine rich repeat containing 57	LRRC57	leucine rich repeat containing 57	FALSE
238506_at	0.0302	0.0199	-2.366622	-4.768406	-0.255275	LRRC58	leucine rich repeat containing 58	LRRC58	leucine rich repeat containing 58	FALSE
222231_s_at	5.78e-17	2.72e-18	-10.689232	30.915875	-0.913634	LRRC59	leucine rich repeat containing 59	LRRC59	leucine rich repeat containing 59	FALSE
206483_at	0.00215	0.00114	3.349929	-2.155887	0.4496756	LRRC6	leucine rich repeat containing 6	DNAAF11	dynein axonemal assembly factor 11	FALSE
218907_s_at	9.47e-07	2.82e-07	-5.504518	5.823595	-0.4736204	LRRC61	leucine rich repeat containing 61	LRRC61	leucine rich repeat containing 61	FALSE
238214_at	0.173	0.135	1.505139	-6.384748	0.2224443	LRRC69	leucine rich repeat containing 69	LRRC69	leucine rich repeat containing 69	FALSE
237251_at	0.0435	0.0296	-2.206452	-5.118968	-0.2053947	LRRC71	leucine rich repeat containing 71	LRRC71	leucine rich repeat containing 71	FALSE
235935_at	0.022	0.0141	-2.498758	-4.462703	-0.3027824	LRRC73	leucine rich repeat containing 73	LRRC73	leucine rich repeat containing 73	FALSE
233941_at	6.57e-12	7.86e-13	-8.201922	18.423411	-0.5666716	LRRC74A	leucine rich repeat containing 74A	LRRC74A	leucine rich repeat containing 74A	FALSE
229889_at	0.000175	7.65e-05	4.124038	0.399478	0.6628845	LRRC75A	leucine rich repeat containing 75A	LRRC75A	leucine rich repeat containing 75A	FALSE
228064_at	0.216	0.173	-1.371097	-6.574941	-0.1154599	LRRC75B	leucine rich repeat containing 75B	LRRC75B	leucine rich repeat containing 75B	FALSE
224624_at	0.0391	0.0264	2.253427	-5.018452	0.2203418	LRRC8A	leucine rich repeat containing 8 family member A	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	FALSE
212978_at	3.48e-06	1.14e-06	-5.179366	4.4611	-0.6080547	LRRC8B	leucine rich repeat containing 8 family member B	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	FALSE
218684_at	4.86e-09	9.7e-10	-6.745392	11.388498	-0.8489816	LRRC8D	leucine rich repeat containing 8 family member D	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	FALSE
239433_at	1.58e-09	2.87e-10	-7.000116	12.588018	-0.8560168	LRRC8E	leucine rich repeat containing 8 family member E	LRRC8E	leucine rich repeat containing 8 VRAC subunit E	FALSE
231872_at	0.0355	0.0238	-2.295351	-4.927128	-0.4770574	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	FALSE
202314_at	0.0774	0.0556	1.9365	-5.658956	0.2387175	LRRD1///CYP51A1	leucine rich repeats and death domain containing 1///cytochrome P450 family 51 subfamily A member 1	CYP51A1	cytochrome P450 family 51 subfamily A member 1	FALSE
238534_at	5.56e-21	1.31e-22	12.677596	40.816796	1.9922431	LRRFIP1	LRR binding FLII interacting protein 1	LRRFIP1	LRR binding FLII interacting protein 1	FALSE
232704_s_at	1.43e-13	1.28e-14	9.02148	22.511405	0.93502	LRRFIP2	LRR binding FLII interacting protein 2	LRRFIP2	LRR binding FLII interacting protein 2	FALSE
219441_s_at	0.0443	0.0302	-2.197995	-5.13686	-0.2387577	LRRK1	leucine rich repeat kinase 1	LRRK1	leucine rich repeat kinase 1	FALSE
229584_at	2.23e-15	1.39e-16	9.913328	27.003323	3.2604853	LRRK2	leucine rich repeat kinase 2	LRRK2	leucine rich repeat kinase 2	FALSE
226884_at	0.627	0.576	-0.561518	-7.354202	-0.2323354	LRRN1	leucine rich repeat neuronal 1	LRRN1	leucine rich repeat neuronal 1	FALSE
205154_at	0.357	0.304	1.032779	-6.978503	0.0779969	LRRN2	leucine rich repeat neuronal 2	LRRN2	leucine rich repeat neuronal 2	FALSE
209840_s_at	2.91e-25	3.4e-27	14.873367	51.335611	3.0394805	LRRN3	leucine rich repeat neuronal 3	LRRN3	leucine rich repeat neuronal 3	FALSE
1553171_x_at	2.59e-06	8.29e-07	5.254188	4.770495	1.9325655	LRRN4	leucine rich repeat neuronal 4	LRRN4	leucine rich repeat neuronal 4	FALSE
1556427_s_at	1.21e-09	2.15e-10	7.060153	12.873002	1.1251656	LRRN4CL	LRRN4 C-terminal like	LRRN4CL	LRRN4 C-terminal like	FALSE
227675_at	0.0103	0.00615	2.798553	-3.715341	0.2417238	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	FALSE
1558530_at	5.06e-11	7.1e-12	-7.758837	16.243805	-0.5697036	LRTM2	leucine rich repeats and transmembrane domains 2	LRTM2	leucine rich repeats and transmembrane domains 2	FALSE
226717_at	0.782	0.745	-0.326461	-7.45907	-0.0375695	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	FALSE
228218_at	4.64e-13	4.54e-14	8.770063	21.251414	2.0191015	LSAMP	limbic system-associated membrane protein	LSAMP	limbic system associated membrane protein	FALSE
223200_s_at	5.21e-06	1.76e-06	-5.076624	4.040472	-0.6298956	LSG1	large 60S subunit nuclear export GTPase 1	LSG1	large 60S subunit nuclear export GTPase 1	FALSE
203534_at	7.43e-07	2.17e-07	-5.564433	6.07959	-0.7497462	LSM1	LSM1 homolog, mRNA degradation associated	LSM1	LSM1 homolog, mRNA degradation associated	FALSE
225593_at	2.99e-08	6.85e-09	-6.329052	9.465249	-0.4455477	LSM10	LSM10, U7 small nuclear RNA associated	LSM10	LSM10, U7 small nuclear RNA associated	FALSE
212529_at	1.26e-19	3.7e-21	-12.002515	37.485985	-1.1279677	LSM12	LSM12 homolog	LSM12	LSM12 homolog	FALSE
212132_at	9.94e-06	3.52e-06	-4.909427	3.366737	-0.4235817	LSM14A	LSM14A, mRNA processing body assembly factor	LSM14A	LSM14A mRNA processing body assembly factor	FALSE
219653_at	7.57e-08	1.85e-08	-6.112672	8.486358	-0.5212337	LSM14B	LSM family member 14B	LSM14B	LSM family member 14B	FALSE
209449_at	1.01e-11	1.25e-12	-8.109734	17.967758	-0.9923883	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
202209_at	0.00536	0.00304	-3.036625	-3.070502	-0.2631284	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
202737_s_at	5.61e-08	1.35e-08	-6.182203	8.799255	-0.6983635	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
211747_s_at	1.83e-18	6.54e-20	-11.428611	34.626937	-1.1190418	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
205036_at	0.000803	0.000392	-3.667771	-1.155409	-0.3504053	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
204559_s_at	2.19e-13	2.02e-14	-8.930776	22.056361	-0.816382	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	FALSE
219119_at	4.59e-09	9.13e-10	-6.758047	11.447709	-0.6667225	LSM8	LSM8 homolog, U6 small nuclear RNA associated	LSM8	LSM8 homolog, U6 small nuclear RNA associated	FALSE
237024_at	1.53e-08	3.32e-09	-6.484432	10.177195	-0.4331097	LSMEM2	leucine rich single-pass membrane protein 2	LSMEM2	leucine rich single-pass membrane protein 2	FALSE
203523_at	0.00437	0.00244	3.109335	-2.864802	0.592822	LSP1	lymphocyte-specific protein 1	LSP1	lymphocyte specific protein 1	FALSE
