ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
79873	0.352349	0.0993	0.1172	-1.648051	-0.1931309	645.56	NUDT18	nudix hydrolase 18	NUDT18	nudix hydrolase 18	FALSE
390916	0.126991	0.00564	0.0419	-2.767757	-0.1160779	712.7	NUDT19	nudix hydrolase 19	NUDT19	nudix hydrolase 19	FALSE
318	0.98678	0.97	0.0926	0.037696	0.0034924	889.4	NUDT2	nudix hydrolase 2	NUDT2	nudix hydrolase 2	FALSE
11051	0.430893	0.16	0.0625	1.405793	0.0877967	2405.71	NUDT21	nudix hydrolase 21	NUDT21	nudix hydrolase 21	FALSE
84304	0.260318	0.0472	0.0715	-1.98492	-0.1418829	1217.73	NUDT22	nudix hydrolase 22	NUDT22	nudix hydrolase 22	FALSE
11165	0.336293	0.0884	0.0646	1.704056	0.1101207	4644.94	NUDT3	nudix hydrolase 3	NUDT3	nudix hydrolase 3	FALSE
11163	0.574593	0.294	0.0781	1.048342	0.081888	4533.37	NUDT4	nudix hydrolase 4	NUDT4	nudix hydrolase 4	FALSE
440672	0.669622	0.41	0.0805	0.824493	0.066388	1473.74	NUDT4B	nudix hydrolase 4B	NUDT4B	nudix hydrolase 4B	FALSE
170688	0.814372	0.629	0.0808	0.482472	0.0389985	1124.71	NUDT4P2	nudix hydrolase 4 pseudogene 2	NUDT4P2	nudix hydrolase 4 pseudogene 2	FALSE
11164	0.917261	0.816	0.0456	-0.232147	-0.0105889	2023.73	NUDT5	nudix hydrolase 5	NUDT5	nudix hydrolase 5	FALSE
11162	0.27524	0.0538	0.0808	1.928326	0.1558068	123.03	NUDT6	nudix hydrolase 6	NUDT6	nudix hydrolase 6	FALSE
283927	0.588233	0.31	0.1288	1.015489	0.1307865	425.71	NUDT7	nudix hydrolase 7	NUDT7	nudix hydrolase 7	FALSE
254552	0.181077	0.0176	0.162	-2.372884	-0.3843728	615.19	NUDT8	nudix hydrolase 8	NUDT8	nudix hydrolase 8	FALSE
53343	0.85777	0.708	0.0531	-0.374275	-0.0198816	1301.39	NUDT9	nudix hydrolase 9	NUDT9	nudix hydrolase 9	FALSE
119369	0.355501	0.102	0.2267	1.636629	0.3710453	9.59	NUDT9P1	nudix hydrolase 9 pseudogene 1	NUDT9P1	nudix hydrolase 9 pseudogene 1	FALSE
83540	0.164474	0.0131	0.2152	-2.479869	-0.5336647	56.21	NUF2	NUF2 component of NDC80 kinetochore complex	NUF2	NUF2 component of NDC80 kinetochore complex	FALSE
26747	0.92267	0.828	0.0622	0.21679	0.0134863	223.68	NUFIP1	nuclear FMR1 interacting protein 1	NUFIP1	nuclear FMR1 interacting protein 1	FALSE
57532	0.85974	0.712	0.0479	0.369682	0.0176922	4068.24	NUFIP2	nuclear FMR1 interacting protein 2	NUFIP2	nuclear FMR1 interacting protein 2	FALSE
389643	0.991152	0.979	0.4032	0.026308	0.0106083	13.15	NUGGC	nuclear GTPase, germinal center associated	NUGGC	nuclear GTPase, germinal center associated	FALSE
4926	0.954894	0.9	0.0686	-0.125765	-0.0086299	6976.01	NUMA1	nuclear mitotic apparatus protein 1	NUMA1	nuclear mitotic apparatus protein 1	FALSE
8650	0.811634	0.625	0.0407	0.489037	0.0199111	3370.22	NUMB	NUMB endocytic adaptor protein	NUMB	NUMB endocytic adaptor protein	FALSE
9253	0.66917	0.409	0.1299	0.826293	0.1073392	751.47	NUMBL	NUMB like endocytic adaptor protein	NUMBL	NUMB like endocytic adaptor protein	FALSE
57122	0.754801	0.532	0.067	0.625611	0.0419351	799.25	NUP107	nucleoporin 107	NUP107	nucleoporin 107	FALSE
55746	0.524845	0.243	0.0549	1.166845	0.0640033	1531.13	NUP133	nucleoporin 133	NUP133	nucleoporin 133	FALSE
9972	0.376307	0.115	0.0672	1.575323	0.1058972	1585.02	NUP153	nucleoporin 153	NUP153	nucleoporin 153	FALSE
105374952	0.822932	0.644	0.0749	-0.46248	-0.0346449	55.56	NUP153-AS1	NUP153 antisense RNA 1	NUP153-AS1	NUP153 antisense RNA 1	FALSE
9631	0.928565	0.842	0.0484	-0.19949	-0.0096527	682.18	NUP155	nucleoporin 155	NUP155	nucleoporin 155	FALSE
23279	0.987784	0.972	0.0724	-0.034486	-0.0024952	1138.99	NUP160	nucleoporin 160	NUP160	nucleoporin 160	FALSE
23511	0.525978	0.245	0.0678	-1.163272	-0.0788933	1488.55	NUP188	nucleoporin 188	NUP188	nucleoporin 188	FALSE
23165	0.807823	0.618	0.0806	-0.499302	-0.0402419	1182.13	NUP205	nucleoporin 205	NUP205	nucleoporin 205	FALSE
23225	0.677533	0.422	0.1065	-0.803819	-0.0856131	708.84	NUP210	nucleoporin 210	NUP210	nucleoporin 210	FALSE
8021	0.921164	0.825	0.0374	-0.220704	-0.0082437	2496.44	NUP214	nucleoporin 214	NUP214	nucleoporin 214	FALSE
129401	0.798162	0.598	0.0622	0.527096	0.0327981	257.12	NUP35	nucleoporin 35	NUP35	nucleoporin 35	FALSE
79023	0.869768	0.729	0.0569	0.346321	0.019694	607.45	NUP37	nucleoporin 37	NUP37	nucleoporin 37	FALSE
11097	0.941826	0.872	0.038	0.161414	0.0061353	809.46	NUP42	nucleoporin 42	NUP42	nucleoporin 42	FALSE
348995	0.570602	0.291	0.0338	-1.056459	-0.0356836	1161.84	NUP43	nucleoporin 43	NUP43	nucleoporin 43	FALSE
10762	0.461372	0.185	0.0589	1.325613	0.0781327	3738.08	NUP50	nucleoporin 50	NUP50	nucleoporin 50	FALSE
100506714	0.780062	0.569	0.0788	0.570155	0.0449519	1717.16	NUP50-DT	NUP50 divergent transcript	NUP50-DT	NUP50 divergent transcript	FALSE
53371	0.791699	0.587	0.053	0.543131	0.028799	947.65	NUP54	nucleoporin 54	NUP54	nucleoporin 54	FALSE
9818	0.454123	0.179	0.0534	1.343914	0.0717721	1208.87	NUP58	nucleoporin 58	NUP58	nucleoporin 58	FALSE
23636	0.621226	0.346	0.0616	-0.941572	-0.0579905	1684.74	NUP62	nucleoporin 62	NUP62	nucleoporin 62	FALSE
54830	0.335757	0.0879	0.121	1.706807	0.2065577	302.77	NUP62CL	nucleoporin 62 C-terminal like	NUP62CL	nucleoporin 62 C-terminal like	FALSE
79902	0.407997	0.139	0.0633	-1.480554	-0.0936921	1063.96	NUP85	nucleoporin 85	NUP85	nucleoporin 85	FALSE
4927	0.2458	0.0415	0.058	-2.038456	-0.1181725	1319.58	NUP88	nucleoporin 88	NUP88	nucleoporin 88	FALSE
9688	0.649975	0.384	0.0665	-0.870591	-0.0578535	1477.93	NUP93	nucleoporin 93	NUP93	nucleoporin 93	FALSE
105371286	0.849004	0.693	0.1911	-0.395086	-0.0754979	13.95	NUP93-DT	NUP93 divergent transcript	NUP93-DT	NUP93 divergent transcript	FALSE
4928	0.430893	0.16	0.0528	1.405435	0.0742391	2817.13	NUP98	nucleoporin 98 and 96 precursor	NUP98	nucleoporin 98 and 96 precursor	FALSE
26471	0.962648	0.917	0.164	0.104647	0.0171641	6884.81	NUPR1	nuclear protein 1, transcriptional regulator	NUPR1	nuclear protein 1, transcriptional regulator	FALSE
389493	0.778978	0.567	0.1484	0.571915	0.0848478	45.85	NUPR2	nuclear protein 2, transcriptional regulator	NUPR2	nuclear protein 2, transcriptional regulator	FALSE
116150	0.801278	0.605	0.0699	-0.517482	-0.0361963	1618.81	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	FALSE
51203	0.208637	0.0264	0.19	-2.219896	-0.4217283	145.12	NUSAP1	nucleolar and spindle associated protein 1	NUSAP1	nucleolar and spindle associated protein 1	FALSE
10204	0.483348	0.205	0.0537	-1.267731	-0.0680899	1982.88	NUTF2	nuclear transport factor 2	NUTF2	nuclear transport factor 2	FALSE
256646	0.286935	0.0598	0.2699	-1.88211	-0.5079873	16.88	NUTM1	NUT midline carcinoma family member 1	NUTM1	NUT midline carcinoma family member 1	FALSE
728118	0.861221	0.714	0.1232	-0.365925	-0.0450832	264.4	NUTM2A	NUT family member 2A	NUTM2A	NUT family member 2A	FALSE
728190	0.597024	0.319	0.1172	-0.997269	-0.1168393	203.85	NUTM2A-AS1	NUTM2A antisense RNA 1	NUTM2A-AS1	NUTM2A antisense RNA 1	FALSE
729262	0.349283	0.0975	0.1024	1.65722	0.1697584	125.76	NUTM2B	NUT family member 2B	NUTM2B	NUT family member 2B	FALSE
101060691	0.568563	0.288	0.0991	-1.06209	-0.1052976	313.85	NUTM2B-AS1	NUTM2B antisense RNA 1	NUTM2B-AS1	NUTM2B antisense RNA 1	FALSE
728130	0.912334	0.807	0.1123	-0.244558	-0.0274588	150.84	NUTM2D	NUT family member 2D	NUTM2D	NUT family member 2D	FALSE
283008	0.61023	0.332	0.1198	0.969228	0.116128	144.38	NUTM2E	NUT family member 2E	NUTM2E	NUT family member 2E	FALSE
441457	0.540154	0.259	0.1501	-1.128622	-0.1693687	29.02	NUTM2G	NUT family member 2G	NUTM2G	NUT family member 2G	FALSE
4931	0.861134	0.714	0.0497	0.366231	0.0181986	722.03	NVL	nuclear VCP like	NVL	nuclear VCP like	FALSE
284434	0.179521	0.0169	0.1533	2.38804	0.3661927	10767.81	NWD1	NACHT and WD repeat domain containing 1	NWD1	NACHT and WD repeat domain containing 1	FALSE
10482	0.758373	0.538	0.0889	-0.615642	-0.0547548	3378.24	NXF1	nuclear RNA export factor 1	NXF1	nuclear RNA export factor 1	FALSE
56001	0.519798	0.237	0.1332	1.182161	0.1574049	335.44	NXF2	nuclear RNA export factor 2	NXF2	nuclear RNA export factor 2	FALSE
728343	0.52453	0.242	0.1341	1.169662	0.1568702	347.03	NXF2B	nuclear RNA export factor 2B	NXF2B	nuclear RNA export factor 2B	FALSE
56000	0.190535	0.0199	0.237	-2.328831	-0.5520113	75.89	NXF3	nuclear RNA export factor 3	NXF3	nuclear RNA export factor 3	FALSE
55998	0.726332	0.486	0.1628	0.695977	0.1132872	19.83	NXF5	nuclear RNA export factor 5	NXF5	nuclear RNA export factor 5	FALSE
64359	0.197946	0.023	0.1091	2.274208	0.2480305	1424.25	NXN	nucleoredoxin	NXN	nucleoredoxin	FALSE
158046	0.381511	0.119	0.2561	1.560252	0.3995421	12.18	NXNL2	nucleoredoxin like 2	NXNL2	nucleoredoxin like 2	FALSE
91775	0.1741	0.0154	0.1139	2.423448	0.2761089	360.76	NXPE3	neurexophilin and PC-esterase domain family member 3	NXPE3	neurexophilin and PC-esterase domain family member 3	FALSE
11247	0.720024	0.476	0.2063	0.71261	0.1470108	21.61	NXPH4	neurexophilin 4	NXPH4	neurexophilin 4	FALSE
29107	0.582631	0.303	0.0604	-1.029183	-0.0621761	492.68	NXT1	nuclear transport factor 2 like export factor 1	NXT1	nuclear transport factor 2 like export factor 1	FALSE
55916	0.476719	0.199	0.0533	1.283906	0.068459	532.66	NXT2	nuclear transport factor 2 like export factor 2	NXT2	nuclear transport factor 2 like export factor 2	FALSE
222950	0.764465	0.547	0.1771	-0.602955	-0.1067764	52.05	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	FALSE
57523	0.745305	0.517	0.1028	-0.648518	-0.0666568	2682.98	NYNRIN	NYN domain and retroviral integrase containing	NYNRIN	NYN domain and retroviral integrase containing	FALSE
220323	0.345155	0.0944	0.1264	1.672607	0.2113945	1030.09	OAF	out at first homolog	OAF	out at first homolog	FALSE
221443	0.355935	0.102	0.0741	1.634326	0.1211351	1699.1	OARD1	O-acyl-ADP-ribose deacylase 1	OARD1	O-acyl-ADP-ribose deacylase 1	FALSE
4938	0.920666	0.824	0.2705	-0.222177	-0.0601023	1971.51	OAS1	2'-5'-oligoadenylate synthetase 1	OAS1	2'-5'-oligoadenylate synthetase 1	FALSE
4939	0.771812	0.556	0.1691	-0.588112	-0.0994308	2336.25	OAS2	2'-5'-oligoadenylate synthetase 2	OAS2	2'-5'-oligoadenylate synthetase 2	FALSE
4940	0.412933	0.143	0.1808	-1.466178	-0.2651308	955.18	OAS3	2'-5'-oligoadenylate synthetase 3	OAS3	2'-5'-oligoadenylate synthetase 3	FALSE
8638	0.477153	0.2	0.3241	-1.28178	-0.4154831	164.95	OASL	2'-5'-oligoadenylate synthetase like	OASL	2'-5'-oligoadenylate synthetase like	FALSE
4942	0.124526	0.00507	0.1024	-2.802583	-0.2869197	7461.53	OAT	ornithine aminotransferase	OAT	ornithine aminotransferase	FALSE
4946	0.714016	0.468	0.0676	0.725168	0.049016	17292.36	OAZ1	ornithine decarboxylase antizyme 1	OAZ1	ornithine decarboxylase antizyme 1	FALSE
4947	0.393804	0.128	0.0472	1.520794	0.0717335	2930.02	OAZ2	ornithine decarboxylase antizyme 2	OAZ2	ornithine decarboxylase antizyme 2	FALSE
51686	0.820711	0.639	0.053	0.468864	0.0248603	203.31	OAZ3	ornithine decarboxylase antizyme 3	OAZ3	ornithine decarboxylase antizyme 3	FALSE
79596	0.420885	0.15	0.0546	1.43932	0.0786082	335.32	OBI1	ORC ubiquitin ligase 1	OBI1	ORC ubiquitin ligase 1	FALSE
100874222	0.439448	0.167	0.0995	1.382516	0.1375664	70.89	OBI1-AS1	OBI1 antisense RNA 1	OBI1-AS1	OBI1 antisense RNA 1	FALSE
84033	0.253086	0.0446	0.2394	2.00825	0.4807479	1241.35	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	FALSE
574407	0.265319	0.049	0.2163	1.96881	0.4259214	48.96	OBSCN-AS1	OBSCN antisense RNA 1	OBSCN-AS1	OBSCN antisense RNA 1	FALSE
23363	0.926103	0.836	0.1273	-0.206678	-0.0263146	1758.69	OBSL1	obscurin like cytoskeletal adaptor 1	OBSL1	obscurin like cytoskeletal adaptor 1	FALSE
4948	0.267742	0.0501	0.1793	-1.959338	-0.3513714	84.87	OCA2	OCA2 melanosomal transmembrane protein	OCA2	OCA2 melanosomal transmembrane protein	FALSE
79629	0.833388	0.663	0.1015	0.435885	0.0442282	1293.92	OCEL1	occludin/ELL domain containing 1	OCEL1	occludin/ELL domain containing 1	FALSE
54940	0.849982	0.695	0.0434	0.391568	0.0170058	3931.04	OCIAD1	OCIA domain containing 1	OCIAD1	OCIA domain containing 1	FALSE
100861517	0.220405	0.0312	0.1395	-2.154904	-0.3005528	16.02	OCIAD1-AS1	OCIAD1 antisense RNA 1	OCIAD1-AS1	OCIAD1 antisense RNA 1	FALSE
132299	0.114047	0.00383	0.0953	-2.891682	-0.2755163	1665.2	OCIAD2	OCIA domain containing 2	OCIAD2	OCIA domain containing 2	FALSE
100506658	0.561025	0.281	0.1171	-1.078547	-0.1263377	750.11	OCLN	occludin	OCLN	occludin	FALSE
647859	0.587515	0.309	0.1497	-1.017136	-0.1523063	58.26	OCLNP1	OCLN pseudogene 1	OCLNP1	OCLN pseudogene 1	FALSE
654231	0.689634	0.438	0.2568	0.77549	0.1991334	9.23	OCM	oncomodulin	OCM	oncomodulin	FALSE
4952	0.939157	0.865	0.0553	-0.170222	-0.0094146	1073.03	OCRL	OCRL inositol polyphosphate-5-phosphatase	OCRL	OCRL inositol polyphosphate-5-phosphatase	FALSE
93233	0.840402	0.677	0.1593	0.417047	0.0664317	11360.95	ODAD1	outer dynein arm docking complex subunit 1	ODAD1	outer dynein arm docking complex subunit 1	FALSE
55130	0.240996	0.0397	0.1642	2.057141	0.3377314	3799.29	ODAD2	outer dynein arm docking complex subunit 2	ODAD2	outer dynein arm docking complex subunit 2	FALSE
101060171	0.431067	0.16	0.2276	1.40446	0.3196153	42.99	ODAD2P1	outer dynein arm docking complex subunit 2 pseudogene 1	ODAD2P1	outer dynein arm docking complex subunit 2 pseudogene 1	FALSE
115948	0.352899	0.0999	0.1312	1.645379	0.215824	2802.44	ODAD3	outer dynein arm docking complex subunit 3	ODAD3	outer dynein arm docking complex subunit 3	FALSE
83538	0.400892	0.134	0.1253	1.4983	0.1877711	5618.37	ODAD4	outer dynein arm docking complex subunit 4	ODAD4	outer dynein arm docking complex subunit 4	FALSE
4953	0.502023	0.22	0.123	1.225543	0.1507906	1809.05	ODC1	ornithine decarboxylase 1	ODC1	ornithine decarboxylase 1	FALSE
101929715	0.602418	0.324	0.1949	0.986179	0.1922532	11.33	ODC1-DT	ODC1 divergent transcript	ODC1-DT	ODC1 divergent transcript	FALSE
4956	0.766998	0.549	0.3541	0.598585	0.2119742	24.62	ODF1	outer dense fiber of sperm tails 1	ODF1	outer dense fiber of sperm tails 1	FALSE
4957	0.330535	0.0848	0.0772	1.723659	0.1330617	3867.22	ODF2	outer dense fiber of sperm tails 2	ODF2	outer dense fiber of sperm tails 2	FALSE
57489	0.540624	0.26	0.0788	1.126081	0.0887006	4767.56	ODF2L	outer dense fiber of sperm tails 2 like	ODF2L	outer dense fiber of sperm tails 2 like	FALSE
440836	0.453388	0.178	0.1384	1.345902	0.1862636	12887.02	ODF3B	outer dense fiber of sperm tails 3B	CIMAP1B	ciliary microtubule associated protein 1B	FALSE
161753	0.632372	0.36	0.1968	0.915224	0.1800834	42.64	ODF3L1	outer dense fiber of sperm tails 3 like 1	CIMAP1C	ciliary microtubule associated protein 1C	FALSE
284451	0.240932	0.0396	0.2691	2.058195	0.5539351	9.08	ODF3L2	outer dense fiber of sperm tails 3 like 2	CIMAP1D	CIMAP1 family member D	FALSE
54953	0.211799	0.0278	0.0671	-2.200176	-0.1475801	1072.62	ODR4	odr-4 GPCR localization factor homolog	ODR4	odr-4 GPCR localization factor homolog	FALSE
8481	0.606228	0.328	0.0757	0.978368	0.0740664	2081.07	OFD1	OFD1 centriole and centriolar satellite protein	OFD1	OFD1 centriole and centriolar satellite protein	FALSE
10724	0.403938	0.136	0.0514	1.49174	0.076688	5972.77	OGA	O-GlcNAcase	OGA	O-GlcNAcase	FALSE
4967	0.116603	0.0042	0.0642	-2.862435	-0.1836489	3101.4	OGDH	oxoglutarate dehydrogenase	OGDH	oxoglutarate dehydrogenase	FALSE
55753	0.418075	0.147	0.2619	-1.449815	-0.379667	45.16	OGDHL	oxoglutarate dehydrogenase L	OGDHL	oxoglutarate dehydrogenase L	FALSE
55239	0.924511	0.833	0.0447	-0.210389	-0.0094082	833.89	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	FALSE
79676	0.651065	0.386	0.0759	0.86623	0.0657745	1690.7	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	FALSE
79701	0.678823	0.424	0.0551	-0.80018	-0.0440549	1334.87	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	FALSE
11054	0.624969	0.35	0.1246	-0.933888	-0.1163393	2742.95	OGFR	opioid growth factor receptor	OGFR	opioid growth factor receptor	FALSE
101409261	0.503884	0.222	0.1273	1.221592	0.1555376	31.56	OGFR-AS1	OGFR antisense RNA 1	OGFR-AS1	OGFR antisense RNA 1	FALSE
79627	0.886516	0.76	0.0969	0.305126	0.0295596	1676.93	OGFRL1	opioid growth factor receptor like 1	OGFRL1	opioid growth factor receptor like 1	FALSE
388906	0.966634	0.925	0.167	0.093883	0.0156783	22.54	OGFRP1	opioid growth factor receptor pseudogene 1	OGFRP1	opioid growth factor receptor pseudogene 1	FALSE
4968	0.480836	0.203	0.0551	1.273173	0.0701605	539.39	OGG1	8-oxoguanine DNA glycosylase	OGG1	8-oxoguanine DNA glycosylase	FALSE
8473	0.732744	0.495	0.0646	0.681697	0.0440274	5611.73	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	FALSE
11339	0.418269	0.147	0.1608	-1.448908	-0.2329991	28.16	OIP5	Opa interacting protein 5	OIP5	Opa interacting protein 5	FALSE
729082	0.5833	0.304	0.0448	1.027391	0.0460653	3498.07	OIP5-AS1	OIP5 antisense RNA 1	OIP5-AS1	OIP5 antisense RNA 1	FALSE
170392	0.85974	0.712	0.27	-0.36947	-0.0997449	11.13	OIT3	oncoprotein induced transcript 3	OIT3	oncoprotein induced transcript 3	FALSE
29789	0.355935	0.102	0.0561	-1.634694	-0.091757	1769.95	OLA1	Obg like ATPase 1	OLA1	Obg like ATPase 1	FALSE
10439	0.800707	0.604	0.2374	-0.518755	-0.1231624	98.58	OLFM1	olfactomedin 1	OLFM1	olfactomedin 1	FALSE
93145	0.397609	0.132	0.1681	1.507607	0.2534687	119.1	OLFM2	olfactomedin 2	OLFM2	olfactomedin 2	FALSE
101927763	0.649417	0.383	0.2542	0.871842	0.2216351	9.05	OLFM5P	olfactomedin family member 5, pseudogene	OLFM5P	olfactomedin family member 5, pseudogene	FALSE
283298	0.835816	0.667	0.2376	0.430275	0.1022209	11.85	OLFML1	olfactomedin like 1	OLFML1	olfactomedin like 1	FALSE
169611	0.271279	0.0518	0.1499	1.945051	0.2915066	1058.42	OLFML2A	olfactomedin like 2A	OLFML2A	olfactomedin like 2A	FALSE
25903	0.901182	0.785	0.2751	0.272397	0.0749424	93.7	OLFML2B	olfactomedin like 2B	OLFML2B	olfactomedin like 2B	FALSE
56944	0.540624	0.26	0.3011	-1.125386	-0.3388663	44.27	OLFML3	olfactomedin like 3	OLFML3	olfactomedin like 3	FALSE
90271	0.849186	0.694	0.1166	0.394038	0.0459505	417.86	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA	OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA	FALSE
4973	0.349593	0.0977	0.4553	1.656303	0.7541915	234.31	OLR1	oxidized low density lipoprotein receptor 1	OLR1	oxidized low density lipoprotein receptor 1	FALSE
115209	0.393804	0.128	0.0788	1.520737	0.1197624	1356.22	OMA1	OMA1 zinc metallopeptidase	OMA1	OMA1 zinc metallopeptidase	FALSE
4976	0.35686	0.103	0.0614	-1.631508	-0.100155	1681.51	OPA1	OPA1 mitochondrial dynamin like GTPase	OPA1	OPA1 mitochondrial dynamin like GTPase	FALSE
100873941	0.824525	0.647	0.1898	-0.458472	-0.0870399	15.95	OPA1-AS1	OPA1 antisense RNA 1	OPA1-AS1	OPA1 antisense RNA 1	FALSE
80207	0.783601	0.575	0.0439	-0.561425	-0.0246503	1129.04	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	FALSE
4983	0.737005	0.503	0.1087	-0.669851	-0.0728286	485.6	OPHN1	oligophrenin 1	OPHN1	oligophrenin 1	FALSE
26873	0.393575	0.128	0.109	-1.521928	-0.1658446	634.07	OPLAH	5-oxoprolinase, ATP-hydrolysing	OPLAH	5-oxoprolinase, ATP-hydrolysing	FALSE
611	0.089165	0.00166	0.244	-3.144553	-0.7671429	21.99	OPN1SW	opsin 1, short wave sensitive	OPN1SW	opsin 1, short wave sensitive	FALSE
23596	0.572463	0.292	0.1289	-1.052957	-0.135675	191.98	OPN3	opsin 3	OPN3	opsin 3	FALSE
4987	0.561553	0.281	0.2661	1.077157	0.2866319	130.43	OPRL1	opioid related nociceptin receptor 1	OPRL1	opioid related nociceptin receptor 1	FALSE
10133	0.477094	0.2	0.1231	-1.282096	-0.1578655	3629.81	OPTN	optineurin	OPTN	optineurin	FALSE
390441	0.400717	0.134	0.1907	1.499507	0.2859427	15.91	OR11H7	olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)	OR11H7	olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)	FALSE
79290	0.223537	0.0323	0.2217	2.140205	0.4744251	42.72	OR13A1	olfactory receptor family 13 subfamily A member 1	OR13A1	olfactory receptor family 13 subfamily A member 1	FALSE
26740	0.755462	0.533	0.2302	0.62313	0.1434363	25.4	OR1J2	olfactory receptor family 1 subfamily J member 2	OR1J2	olfactory receptor family 1 subfamily J member 2	FALSE
101928492	0.266052	0.0494	0.1271	-1.964872	-0.2497177	64.38	OR2A1-AS1	OR2A1 antisense RNA 1	OR2A1-AS1	OR2A1 antisense RNA 1	FALSE
401428	0.267629	0.05	0.1622	-1.959787	-0.3179711	127.31	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene	FALSE
79541	0.221526	0.0315	0.2423	-2.151295	-0.5212251	72.37	OR2A4	olfactory receptor family 2 subfamily A member 4	OR2A4	olfactory receptor family 2 subfamily A member 4	FALSE
401427	0.165099	0.0133	0.243	-2.474638	-0.6014145	44.25	OR2A7	olfactory receptor family 2 subfamily A member 7	OR2A7	olfactory receptor family 2 subfamily A member 7	FALSE
441295	0.278346	0.0555	0.1693	-1.915123	-0.3242766	122.16	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene	FALSE
81399	0.36396	0.107	0.148	1.613319	0.2388388	12.42	OR4F16	olfactory receptor family 4 subfamily F member 16	OR4F16	olfactory receptor family 4 subfamily F member 16	FALSE
282763	0.351345	0.0988	0.3082	1.650887	0.5087286	15.63	OR51B5	olfactory receptor family 51 subfamily B member 5	OR51B5	olfactory receptor family 51 subfamily B member 5	FALSE
143503	0.910428	0.803	0.3687	0.249393	0.0919448	17.92	OR51E1	olfactory receptor family 51 subfamily E member 1	OR51E1	olfactory receptor family 51 subfamily E member 1	FALSE
390077	0.852381	0.699	0.3779	-0.386625	-0.146113	10.48	OR52N2	olfactory receptor family 52 subfamily N member 2	OR52N2	olfactory receptor family 52 subfamily N member 2	FALSE
390072	0.140985	0.00819	0.2643	2.644318	0.698811	21.11	OR52N4	olfactory receptor family 52 subfamily N member 4	OR52N4	olfactory receptor family 52 subfamily N member 4	FALSE
10819	0.243737	0.0407	0.1181	-2.046251	-0.2417196	373.47	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	FALSE
100506759	0.319444	0.0775	0.1747	1.765307	0.3084367	115.22	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	FALSE
26628	0.228684	0.0348	0.1568	2.1101	0.3308897	614.26	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	FALSE
79315	0.329317	0.084	0.2785	-1.72768	-0.481203	35.35	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene	FALSE
84876	0.997875	0.994	0.0757	0.007843	0.0005938	1119.84	ORAI1	ORAI calcium release-activated calcium modulator 1	ORAI1	ORAI calcium release-activated calcium modulator 1	FALSE
80228	0.612325	0.335	0.0901	0.964334	0.0868852	3281.56	ORAI2	ORAI calcium release-activated calcium modulator 2	ORAI2	ORAI calcium release-activated calcium modulator 2	FALSE
93129	0.452814	0.178	0.0716	-1.34753	-0.0965316	1424.56	ORAI3	ORAI calcium release-activated calcium modulator 3	ORAI3	ORAI calcium release-activated calcium modulator 3	FALSE
4998	0.430893	0.16	0.1449	-1.406577	-0.2038768	31.56	ORC1	origin recognition complex subunit 1	ORC1	origin recognition complex subunit 1	FALSE
4999	0.845873	0.686	0.0438	-0.404661	-0.0177098	749.94	ORC2	origin recognition complex subunit 2	ORC2	origin recognition complex subunit 2	FALSE
23595	0.352897	0.0999	0.0635	1.645523	0.1044728	811.33	ORC3	origin recognition complex subunit 3	ORC3	origin recognition complex subunit 3	FALSE
