ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title
105379599	0.315098	1.64E-01	0.1166	1.391169	0.1621897	96.8	LOC105379599	
105377016	0.31518	1.64E-01	0.244	1.3909802	0.3394418	7.95	LOC105377016	uncharacterized LOC105377016
1855	0.315198	1.64E-01	0.0516	-1.3909008	-0.071758	2151.25	DVL1	dishevelled segment polarity protein 1
5565	0.31522	1.64E-01	0.052	1.3907202	0.0722504	1445.11	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
65072	0.31522	1.64E-01	0.0745	1.3906725	0.1035758	278.94	CFLAR-AS1	CFLAR antisense RNA 1
100874243	0.31522	1.64E-01	0.1627	1.390677	0.2261944	23.14	PRICKLE2-AS3	PRICKLE2 antisense RNA 3
644809	0.31522	1.64E-01	0.0774	-1.3908041	-0.1076051	78.44	PAK6-AS1	PAK6 antisense RNA 1
4642	0.31525	1.64E-01	0.0688	-1.3905261	-0.0956402	6435.41	MYO1D	myosin ID
7305	0.31525	1.64E-01	0.3137	-1.3905498	-0.4362496	667.97	TYROBP	transmembrane immune signaling adaptor TYROBP
6472	0.31529	1.64E-01	0.0787	-1.3904101	-0.1093609	899.72	SHMT2	serine hydroxymethyltransferase 2
256355	0.315294	1.64E-01	0.1077	-1.3903543	-0.1497153	40.07	RPS2P32	ribosomal protein S2 pseudogene 32
257364	0.315306	1.64E-01	0.0334	1.3902858	0.0463996	2481.98	SNX33	sorting nexin 33
196074	0.315315	1.64E-01	0.0404	1.3902224	0.0561801	1017.3	METTL15	methyltransferase like 15
128486	0.315369	1.65E-01	0.052	-1.3900822	-0.0722257	511.41	FITM2	fat storage inducing transmembrane protein 2
102723603	0.31537	1.65E-01	0.1294	1.3900323	0.1799299	29.43	CDC27P11	cell division cycle 27 pseudogene 11
106707243	0.31538	1.65E-01	0.0681	1.389969	0.0945936	78.11	PRH1-TAS2R14	PRH1-TAS2R14 readthrough
2241	0.315413	1.65E-01	0.0664	1.3898287	0.0922243	869.96	FER	FER tyrosine kinase
23637	0.315413	1.65E-01	0.0384	1.3898163	0.0533526	2638.46	RABGAP1	RAB GTPase activating protein 1
414318	0.315458	1.65E-01	0.2297	1.389691	0.319277	9.53	LINC02913	long intergenic non-protein coding RNA 2913
5422	0.315488	1.65E-01	0.0467	-1.3895911	-0.0648464	399.98	POLA1	"DNA polymerase alpha 1, catalytic subunit"
150737	0.31553	1.65E-01	0.0638	-1.3894722	-0.0886505	2878.16	TTC30B	tetratricopeptide repeat domain 30B
654320	0.315538	1.65E-01	0.0941	1.3894101	0.1308033	65.19	SNORA8	"small nucleolar RNA, H/ACA box 8"
105375492	0.315649	1.65E-01	0.1432	1.3891363	0.1989708	33.51	LOC105375492	
100129034	0.315649	1.65E-01	0.1155	-1.3890769	-0.1604316	3288.42	LOC100129034	uncharacterized LOC100129034
163	0.315649	1.65E-01	0.1058	-1.3891026	-0.1470136	6759.88	AP2B1	adaptor related protein complex 2 subunit beta 1
8193	0.315737	1.65E-01	0.2434	-1.3888784	-0.338121	82.79	DPF1	double PHD fingers 1
6464	0.315762	1.65E-01	0.0513	-1.3887506	-0.0712815	1933.09	SHC1	SHC adaptor protein 1
100132813	0.315762	1.65E-01	0.131	-1.3887394	-0.181877	47.21	SYBU-AS1	SYBU antisense RNA 1
2774	0.315766	1.65E-01	0.0515	-1.3886851	-0.0714586	1633.93	GNAL	G protein subunit alpha L
150696	0.315823	1.65E-01	0.1422	-1.3884921	-0.1974761	2547.7	PROM2	prominin 2
79365	0.315823	1.65E-01	0.1051	1.3885355	0.1459803	1713.98	BHLHE41	basic helix-loop-helix family member e41
7106	0.315832	1.65E-01	0.1547	1.3884287	0.2147237	297.77	TSPAN4	tetraspanin 4
100505664	0.31584	1.65E-01	0.2286	1.3883676	0.3173564	28.9	LOC100505664	uncharacterized LOC100505664
91526	0.31587	1.65E-01	0.0629	1.3882685	0.08728	1300.71	ANKRD44	ankyrin repeat domain 44
105374158	0.316002	1.65E-01	0.2099	1.3879933	0.2913058	453.69	LINC02066	long intergenic non-protein coding RNA 2066
23786	0.316233	1.65E-01	0.098	-1.3875492	-0.1359559	2316.02	BCL2L13	BCL2 like 13
169270	0.316412	1.65E-01	0.059	1.3871951	0.0818437	325.31	ZNF596	zinc finger protein 596
8503	0.316583	1.66E-01	0.0782	-1.3867812	-0.1084064	2068.59	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
102606465	0.316583	1.65E-01	0.1274	1.3868096	0.1766199	215.79	DPH5-DT	DPH5 divergent transcript
10473	0.316583	1.66E-01	0.0831	-1.3867108	-0.115236	1105.23	HMGN4	high mobility group nucleosomal binding domain 4
100996255	0.316583	1.66E-01	0.1066	1.3867108	0.1477825	104.12	LINC02256	long intergenic non-protein coding RNA 2256
105372494	0.316679	1.66E-01	0.2726	1.3864996	0.3779563	14.6	LOC105372494	
9948	0.316771	1.66E-01	0.0463	-1.3862933	-0.0641695	9670.87	WDR1	WD repeat domain 1
107985139	0.316934	1.66E-01	0.1183	-1.3859665	-0.1639309	219.87	LOC107985139	
83605	0.316946	1.66E-01	0.0607	-1.3858991	-0.0840953	864.57	CCM2	CCM2 scaffold protein
11034	0.31696	1.66E-01	0.0808	-1.3858269	-0.1119475	19892.95	DSTN	"destrin, actin depolymerizing factor"
22906	0.317013	1.66E-01	0.037	1.3856882	0.0512786	13158.14	TRAK1	trafficking kinesin protein 1
391037	0.317043	1.66E-01	0.2182	1.3855888	0.3023522	26.96	SKINT1L	Skint1 like (pseudogene)
155185	0.317065	1.66E-01	0.3195	-1.3854562	-0.44269	15.1	AMZ1	archaelysin family metallopeptidase 1
6710	0.317065	1.66E-01	0.1124	1.3855008	0.1556741	140.63	SPTB	"spectrin beta, erythrocytic"
7559	0.317131	1.66E-01	0.0262	-1.3852502	-0.0363127	1083.38	ZNF12	zinc finger protein 12
10212	0.317131	1.66E-01	0.0578	-1.3852484	-0.080115	1148.73	DDX39A	DExD-box helicase 39A
101927954	0.31735	1.66E-01	0.1609	1.3848244	0.2228537	14.24	LOC101927954	uncharacterized LOC101927954
65125	0.317518	1.66E-01	0.058	1.3844537	0.080304	8022	WNK1	WNK lysine deficient protein kinase 1
107984140	0.317518	1.66E-01	0.1718	1.3844424	0.2378799	19.01	LOC107984140	
10956	0.31752	1.66E-01	0.0415	-1.3843914	-0.0574892	9686.39	OS9	OS9 endoplasmic reticulum lectin
107986485	0.317555	1.66E-01	0.1553	1.3842364	0.2149281	24.46	LOC107986485	
55738	0.317555	1.66E-01	0.0679	1.3842407	0.0939292	3229.04	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
25909	0.317567	1.66E-01	0.0552	-1.3841683	-0.0764345	2103.76	AHCTF1	AT-hook containing transcription factor 1
100287837	0.317911	1.67E-01	0.0966	1.3835313	0.1336713	73.28	ARHGEF17-AS1	ARHGEF17 antisense RNA 1
167359	0.317959	1.67E-01	0.1974	1.3834016	0.2731347	11.66	NIM1K	NIM1 serine/threonine protein kinase
105369550	0.317967	1.67E-01	0.1475	1.3833412	0.2039876	10.05	STT3A-AS1	STT3A antisense RNA 1
2186	0.318012	1.67E-01	0.0526	1.3832164	0.0727207	3395.99	BPTF	bromodomain PHD finger transcription factor
23607	0.318103	1.67E-01	0.071	-1.382965	-0.0981654	2978.86	CD2AP	CD2 associated protein
102723714	0.318103	1.67E-01	0.1235	1.3830089	0.1708094	12.62	LOC102723714	uncharacterized LOC102723714
10491	0.318143	1.67E-01	0.0741	-1.3828486	-0.1024831	1622.72	CRTAP	cartilage associated protein
4352	0.318176	1.67E-01	0.0724	1.3827454	0.100074	144.35	MPL	"MPL proto-oncogene, thrombopoietin receptor"
128876	0.318181	1.67E-01	0.2803	-1.3826887	-0.3875413	26.99	FAM83C	family with sequence similarity 83 member C
57167	0.318193	1.67E-01	0.1498	1.3826202	0.2071371	186.69	SALL4	spalt like transcription factor 4
221927	0.318214	1.67E-01	0.0591	1.3825366	0.0816886	1490.05	BRAT1	BRCA1 associated ATM activator 1
574029	0.318358	1.67E-01	0.241	-1.3822435	-0.3330576	10.38	DUSP5P1	dual specificity phosphatase 5 pseudogene 1
9563	0.318516	1.67E-01	0.0442	1.3819269	0.0611043	4534.95	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
107985782	0.318518	1.67E-01	0.1545	1.3818747	0.2135139	26.27	LOC107985782	
338667	0.318635	1.67E-01	0.1557	-1.3816272	-0.2151801	154.04	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2
57698	0.318641	1.67E-01	0.0519	1.3815704	0.0716826	1646.96	SHTN1	shootin 1
283460	0.318665	1.67E-01	0.3872	1.3814812	0.5349345	37.42	HNF1A-AS1	HNF1A antisense RNA 1
3038	0.318757	1.67E-01	0.1261	-1.3812765	-0.1741748	727.32	HAS3	hyaluronan synthase 3
84240	0.318819	1.67E-01	0.044	-1.3811228	-0.0607069	649.73	ZCCHC9	zinc finger CCHC-type containing 9
284307	0.318911	1.67E-01	0.1125	1.3809187	0.1552852	199.21	ZIK1	zinc finger protein interacting with K protein 1
10628	0.319274	1.68E-01	0.0893	1.3802319	0.1232833	20633.72	TXNIP	thioredoxin interacting protein
105375409	0.319274	1.68E-01	0.2739	1.3802047	0.378092	35.08	LOC105375409	uncharacterized LOC105375409
3291	0.319354	1.68E-01	0.1583	-1.3800202	-0.2184133	154.09	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
9315	0.319481	1.68E-01	0.0988	-1.3795857	-0.1363533	57.54	NREP	neuronal regeneration related protein
105374937	0.319481	1.68E-01	0.2219	1.3795709	0.3060997	68.34	LOC105374937	uncharacterized LOC105374937
1737	0.319481	1.68E-01	0.046	-1.3795656	-0.0634551	1800.51	DLAT	dihydrolipoamide S-acetyltransferase
5818	0.319481	1.68E-01	0.1072	-1.379643	-0.1479665	1424.94	NECTIN1	nectin cell adhesion molecule 1
10423	0.319481	1.68E-01	0.0616	-1.3797165	-0.084986	1545.9	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
11189	0.31952	1.68E-01	0.0562	1.3794514	0.077593	461.1	CELF3	CUGBP Elav-like family member 3
9560	0.319541	1.68E-01	0.3645	-1.3793201	-0.5027209	55.61	CCL4L2	C-C motif chemokine ligand 4 like 2
105372310	0.319541	1.68E-01	0.2227	1.3793414	0.3072411	172.12	LOC105372310	uncharacterized LOC105372310
84000	0.319572	1.68E-01	0.0971	-1.3792188	-0.1339472	572.96	TMPRSS13	transmembrane serine protease 13
5155	0.3196	1.68E-01	0.2135	1.3791236	0.2944566	49.23	PDGFB	platelet derived growth factor subunit B
440067	0.319613	1.68E-01	0.2483	1.379055	0.342484	16.57	CASP1P2	caspase 1 pseudogene 2
2162	0.319696	1.68E-01	0.2782	1.3788177	0.383634	39.19	F13A1	coagulation factor XIII A chain
64398	0.319696	1.68E-01	0.0439	-1.3788363	-0.0605475	1237.09	PALS1	"protein associated with LIN7 1, MAGUK p55 family member"
2212	0.319947	1.68E-01	0.3175	-1.3783424	-0.4375889	326.31	FCGR2A	Fc gamma receptor IIa
57595	0.319986	1.68E-01	0.2994	1.3782285	0.4126885	872.31	PDZD4	PDZ domain containing 4
4147	0.320109	1.68E-01	0.2226	-1.377971	-0.3067781	245.02	MATN2	matrilin 2
925	0.320111	1.68E-01	0.2077	-1.3778663	-0.286189	239.18	CD8A	CD8a molecule
9703	0.320111	1.68E-01	0.0418	-1.3778844	-0.0575769	7403.17	BLTP2	bridge-like lipid transfer protein family member 2
23509	0.320111	1.68E-01	0.0445	-1.3778246	-0.0613279	1576.91	POFUT1	protein O-fucosyltransferase 1
503542	0.320155	1.68E-01	0.0983	1.3777027	0.1354312	138.91	SPRN	shadow of prion protein
54535	0.320286	1.68E-01	0.0657	1.3773257	0.0905329	1676.96	CCHCR1	coiled-coil alpha-helical rod protein 1
649395	0.320286	1.68E-01	0.0856	-1.3772956	-0.1178578	47.92	YWHAEP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1
101929402	0.320286	1.68E-01	0.169	1.3772515	0.232762	39.77	EXTL3-AS1	EXTL3 antisense RNA 1
105376193	0.320286	1.68E-01	0.1506	1.3773162	0.207395	30.25	LOC105376193	uncharacterized LOC105376193
283933	0.320286	1.68E-01	0.107	1.3772409	0.1473603	33.3	ZNF843	zinc finger protein 843
11103	0.320409	1.69E-01	0.0421	-1.3768525	-0.0579867	1350.88	KRR1	KRR1 small subunit processome component homolog
7727	0.320409	1.69E-01	0.0359	1.3768422	0.0494128	352.8	ZNF174	zinc finger protein 174
5493	0.320409	1.69E-01	0.0643	1.3768459	0.0885742	7183.36	PPL	periplakin
55565	0.320409	1.69E-01	0.0686	1.3769012	0.0944213	197.61	ZNF821	zinc finger protein 821
57455	0.320641	1.69E-01	0.0411	1.3763997	0.056617	1148.36	REXO1	RNA exonuclease 1 homolog
3428	0.320643	1.69E-01	0.1214	-1.3763374	-0.1670239	2222.92	IFI16	interferon gamma inducible protein 16
346157	0.320643	1.69E-01	0.1007	1.3763018	0.138638	591.59	ZNF391	zinc finger protein 391
3837	0.320873	1.69E-01	0.045	-1.3758624	-0.0619662	5588.56	KPNB1	karyopherin subunit beta 1
51105	0.321077	1.69E-01	0.051	-1.3754682	-0.0702157	1495.64	PHF20L1	PHD finger protein 20 like 1
105369957	0.321131	1.69E-01	0.1643	1.3753282	0.2259217	191.54	LOC105369957	uncharacterized LOC105369957
5260	0.321147	1.69E-01	0.0548	-1.3752069	-0.0753828	1408.64	PHKG1	phosphorylase kinase catalytic subunit gamma 1
8900	0.321147	1.69E-01	0.2219	-1.3752185	-0.3051223	547.89	CCNA1	cyclin A1
22883	0.32117	1.69E-01	0.0401	1.3750728	0.0552092	14726.98	CLSTN1	calsyntenin 1
1612	0.32117	1.69E-01	0.2357	1.3750909	0.3241099	787.45	DAPK1	death associated protein kinase 1
105378685	0.321315	1.69E-01	0.1127	1.3747523	0.1549631	511.67	LOC105378685	uncharacterized LOC105378685
256646	0.321315	1.69E-01	0.2638	1.37473	0.3626997	9.82	NUTM1	NUT midline carcinoma family member 1
105374352	0.32146	1.69E-01	0.1145	1.374437	0.1573576	21.95	LOC105374352	uncharacterized LOC105374352
727851	0.321479	1.69E-01	0.0612	1.374214	0.0841674	1261.16	RGPD8	RANBP2 like and GRIP domain containing 8
105371795	0.321479	1.69E-01	0.0859	1.3743104	0.1179852	296.85	LOC105371795	uncharacterized LOC105371795
3773	0.321479	1.69E-01	0.1644	1.3742383	0.2259401	1955.97	KCNJ16	potassium inwardly rectifying channel subfamily J member 16
9331	0.321479	1.69E-01	0.1442	-1.3742146	-0.1981626	210.64	B4GALT6	"beta-1,4-galactosyltransferase 6"
103908604	0.321576	1.69E-01	0.1385	-1.3739535	-0.1903502	9.97	FAM88F	family with sequence similarity 88 member F
105372717	0.321576	1.69E-01	0.0875	-1.3739655	-0.1202239	41.65	LOC105372717	uncharacterized LOC105372717
7415	0.321684	1.70E-01	0.0653	-1.373724	-0.0897027	12285.48	VCP	valosin containing protein
100500842	0.321835	1.70E-01	0.1507	-1.3734202	-0.2069171	291.03	MIR3652	microRNA 3652
257407	0.321896	1.70E-01	0.3277	1.3732683	0.4499949	72.5	C2orf72	chromosome 2 open reading frame 72
105371701	0.321933	1.70E-01	0.1646	1.3731538	0.2260237	9.12	LOC105371701	uncharacterized LOC105371701
9185	0.321933	1.70E-01	0.0553	-1.3731108	-0.0758752	702.25	REPS2	RALBP1 associated Eps domain containing 2
5980	0.32199	1.70E-01	0.07	1.3729655	0.0961222	2155.85	REV3L	"REV3 like, DNA directed polymerase zeta catalytic subunit"
105374727	0.322004	1.70E-01	0.0937	-1.3725457	-0.1286404	32.42	CPLANE1-AS1	CPLANE1 antisense RNA 1
153328	0.322004	1.70E-01	0.3884	1.3725696	0.533153	11.93	SLC25A48	solute carrier family 25 member 48
56147	0.322004	1.70E-01	0.088	-1.3724756	-0.1207552	45.01	PCDHA1	protocadherin alpha 1
54841	0.322004	1.70E-01	0.0355	-1.3728665	-0.0487559	752.58	BIVM	"basic, immunoglobulin-like variable motif containing"
145873	0.322004	1.70E-01	0.1865	-1.3726031	-0.2560289	19.84	MESP2	mesoderm posterior bHLH transcription factor 2
924	0.322004	1.70E-01	0.2188	-1.3726357	-0.3003077	122.81	CD7	CD7 molecule
23327	0.322004	1.70E-01	0.0554	1.3728179	0.0760733	5708.68	NEDD4L	NEDD4 like E3 ubiquitin protein ligase
79085	0.322004	1.70E-01	0.0573	-1.3726965	-0.078701	1860.46	SLC25A23	solute carrier family 25 member 23
85364	0.322004	1.70E-01	0.0404	-1.3724659	-0.0554057	1277.86	ZCCHC3	zinc finger CCHC-type containing 3
7109	0.322004	1.70E-01	0.0397	1.3726948	0.0545272	1851.99	TRAPPC10	trafficking protein particle complex subunit 10
7625	0.322019	1.70E-01	0.0447	1.3723943	0.0613188	346.82	ZNF74	zinc finger protein 74
23678	0.322104	1.70E-01	0.0582	-1.3722014	-0.0798222	570.16	SGK3	serum/glucocorticoid regulated kinase family member 3
81615	0.322166	1.70E-01	0.2812	1.3720246	0.3857465	17.26	TMEM163	transmembrane protein 163
100190949	0.322166	1.70E-01	0.3299	-1.3720014	-0.4526639	24.14	C5orf52	chromosome 5 open reading frame 52
6043	0.322197	1.70E-01	0.1322	1.3719008	0.1813706	50.79	SNORA63	"small nucleolar RNA, H/ACA box 63"
399668	0.322251	1.70E-01	0.1137	1.3717618	0.1559653	64.92	SMIM10L2A	small integral membrane protein 10 like 2A
5789	0.322401	1.70E-01	0.1891	1.37146	0.2593678	93.27	PTPRD	protein tyrosine phosphatase receptor type D
5341	0.322413	1.70E-01	0.2737	1.3713922	0.3753097	338.79	PLEK	pleckstrin
105377086	0.322444	1.70E-01	0.1513	1.3712451	0.2075345	13.84	LOC105377086	
100506356	0.322444	1.70E-01	0.0838	1.3712554	0.1149284	601.08	ARSD-AS1	ARSD antisense RNA 1
151556	0.322577	1.70E-01	0.137	1.3709715	0.1878327	256.43	GPR155	G protein-coupled receptor 155
23223	0.322638	1.70E-01	0.0668	1.3708219	0.0916199	2216.42	RRP12	ribosomal RNA processing 12 homolog
9715	0.322672	1.70E-01	0.1496	-1.3706572	-0.2049931	71.83	FAM131B	family with sequence similarity 131 member B
653381	0.322672	1.70E-01	0.0962	-1.3706797	-0.1318797	1540.1	SORD2P	"sorbitol dehydrogenase 2, pseudogene"
124872	0.322672	1.70E-01	0.2114	-1.3706209	-0.2897118	103.96	B4GALNT2	"beta-1,4-N-acetyl-galactosaminyltransferase 2"
11046	0.322734	1.71E-01	0.0557	-1.3704677	-0.0763236	1531.55	SLC35D2	solute carrier family 35 member D2
10077	0.322799	1.71E-01	0.1743	1.3703116	0.2388454	44.76	TSPAN32	tetraspanin 32
100288152	0.322808	1.71E-01	0.1731	1.3702483	0.2372243	1201.04	SLC9A3-AS1	SLC9A3 antisense RNA 1
613	0.322879	1.71E-01	0.0633	-1.370081	-0.0867921	3705.44	BCR	BCR activator of RhoGEF and GTPase
57699	0.322902	1.71E-01	0.1836	1.3699938	0.251582	29.61	CPNE5	copine 5
210	0.322923	1.71E-01	0.0366	1.3699099	0.0502015	1563	ALAD	aminolevulinate dehydratase
57509	0.323019	1.71E-01	0.0432	-1.3696755	-0.0592284	4043.27	MTUS1	microtubule associated scaffold protein 1
284835	0.323019	1.71E-01	0.2054	-1.3696534	-0.2813615	9.13	LINC00323	long intergenic non-protein coding RNA 323
10257	0.323103	1.71E-01	0.0802	-1.3694626	-0.10982	994.76	ABCC4	ATP binding cassette subfamily C member 4
79740	0.323258	1.71E-01	0.0851	1.3691542	0.1165649	9717.08	ZBBX	zinc finger B-box domain containing
101928525	0.323315	1.71E-01	0.0446	-1.3689148	-0.0609927	252.9	LOC101928525	uncharacterized LOC101928525
64763	0.323315	1.71E-01	0.0425	1.3689513	0.0581159	737.79	ZNF574	zinc finger protein 574
100506012	0.323315	1.71E-01	0.0932	-1.3690065	-0.1275596	48.72	PPP5D1P	"PPP5 tetratricopeptide repeat domain containing 1, pseudogene"
54853	0.323332	1.71E-01	0.0612	-1.3688389	-0.083774	1614.61	WDR55	WD repeat domain 55
389856	0.323364	1.71E-01	0.1328	1.3687369	0.1817513	282.77	USP27X	ubiquitin specific peptidase 27 X-linked
105377161	0.323433	1.71E-01	0.2247	1.3684949	0.307546	13.95	LOC105377161	uncharacterized LOC105377161
3663	0.323433	1.71E-01	0.0945	1.3684751	0.1293482	1227.17	IRF5	interferon regulatory factor 5
84333	0.323433	1.71E-01	0.0764	-1.3685679	-0.1045854	1919.42	PCGF5	polycomb group ring finger 5
22901	0.323433	1.71E-01	0.075	1.3684291	0.1026815	1173.09	ARSG	arylsulfatase G
64925	0.323444	1.71E-01	0.0504	-1.3682484	-0.069019	689.97	CCDC71	coiled-coil domain containing 71
141	0.323444	1.71E-01	0.104	-1.368221	-0.1422405	221.68	ADPRH	ADP-ribosylarginine hydrolase
582	0.323444	1.71E-01	0.0433	1.3682913	0.0592005	3440.13	BBS1	Bardet-Biedl syndrome 1
5509	0.323444	1.71E-01	0.0484	-1.3682883	-0.0662847	643.66	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
1719	0.32345	1.71E-01	0.107	-1.3680682	-0.1463895	443.78	DHFR	dihydrofolate reductase
318	0.32345	1.71E-01	0.0777	-1.3681054	-0.1062592	676.62	NUDT2	nudix hydrolase 2
6400	0.32345	1.71E-01	0.0567	-1.3680859	-0.077617	3044.39	SEL1L	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
3557	0.323487	1.71E-01	0.3308	-1.3679502	-0.4525478	265.89	IL1RN	interleukin 1 receptor antagonist
8353	0.323487	1.71E-01	0.0925	1.367906	0.1265052	66.91	H3C6	H3 clustered histone 6
953	0.323487	1.71E-01	0.0842	1.3678626	0.1151446	444.65	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
115072896	0.323608	1.71E-01	0.3325	-1.3676105	-0.4546971	14.25	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough
4495	0.323732	1.72E-01	0.353	1.367354	0.4826928	249.61	MT1G	metallothionein 1G
9595	0.323868	1.72E-01	0.2227	-1.3670769	-0.3044328	147.29	CYTIP	cytohesin 1 interacting protein
149483	0.324119	1.72E-01	0.0947	1.3663678	0.1293311	26743.96	CCDC17	coiled-coil domain containing 17
80342	0.324119	1.72E-01	0.1278	1.3663704	0.174573	122.37	TRAF3IP3	TRAF3 interacting protein 3
121601	0.324119	1.72E-01	0.3239	1.3665692	0.4426198	29.68	ANO4	anoctamin 4
957	0.324119	1.72E-01	0.0997	-1.3663916	-0.1361671	2269.04	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
107984989	0.324119	1.72E-01	0.0837	1.366426	0.1144003	967.85	LOC107984989	uncharacterized LOC107984989
105371934	0.324119	1.72E-01	0.1007	1.366472	0.1375813	62.9	LOC105371934	uncharacterized LOC105371934
55034	0.324314	1.72E-01	0.147	-1.3659897	-0.2007361	660.65	MOCOS	molybdenum cofactor sulfurase
5609	0.32432	1.72E-01	0.039	1.3658715	0.0532243	1150.91	MAP2K7	mitogen-activated protein kinase kinase 7
730005	0.32432	1.72E-01	0.1345	1.3659209	0.1837186	92.39	SEC14L6	SEC14 like lipid binding 6
51284	0.32432	1.72E-01	0.2289	-1.3658384	-0.3126051	47.72	TLR7	toll like receptor 7
624	0.32432	1.72E-01	0.0807	-1.3657894	-0.1102791	1238.83	BDKRB2	bradykinin receptor B2
2209	0.324325	1.72E-01	0.1814	1.3657351	0.2477332	349.32	FCGR1A	Fc gamma receptor Ia
23660	0.324376	1.72E-01	0.0315	-1.3655186	-0.0429571	509.98	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
89797	0.324376	1.72E-01	0.0982	1.3655049	0.1341538	4159.15	NAV2	neuron navigator 2
57106	0.324376	1.72E-01	0.0805	-1.3655597	-0.10986	3687.59	NAT14	N-acetyltransferase 14 (putative)
171568	0.324521	1.72E-01	0.0438	-1.3652141	-0.059845	3019.72	POLR3H	RNA polymerase III subunit H
107985259	0.324845	1.72E-01	0.0763	-1.3646189	-0.1040975	38.38	LOC107985259	uncharacterized LOC107985259
90187	0.324867	1.72E-01	0.1145	1.3645337	0.1561897	82.44	EMILIN3	elastin microfibril interfacer 3
105375336	0.32503	1.73E-01	0.103	1.364212	0.1404665	26.28	LOC105375336	uncharacterized LOC105375336
10420	0.325129	1.73E-01	0.0588	1.3639018	0.0801753	349.22	TESK2	testis associated actin remodelling kinase 2
107986822	0.325129	1.73E-01	0.1393	1.3639131	0.1899315	15.68	LOC107986822	uncharacterized LOC107986822
100113386	0.325129	1.73E-01	0.0778	1.3639927	0.1060715	3413.49	UCKL1-AS1	UCKL1 antisense RNA 1
79080	0.325197	1.73E-01	0.0452	-1.3637399	-0.0615885	505.05	CCDC86	coiled-coil domain containing 86
119	0.325308	1.73E-01	0.2959	-1.363489	-0.4035204	16.56	ADD2	adducin 2
729870	0.325308	1.73E-01	0.1377	-1.3634584	-0.1877619	36.96	LOC729870	uncharacterized LOC729870
1687	0.325311	1.73E-01	0.1222	-1.3634055	-0.1666399	162.07	GSDME	gasdermin E
27332	0.325396	1.73E-01	0.0329	1.3631672	0.0448103	4108.55	ZNF638	zinc finger protein 638
27315	0.325396	1.73E-01	0.041	1.3631957	0.0559014	1182.17	PGAP2	post-GPI attachment to proteins 2
90249	0.326076	1.73E-01	0.3385	-1.361975	-0.4610392	19.95	UNC5A	unc-5 netrin receptor A
101928988	0.326117	1.73E-01	0.1983	1.3618578	0.2701153	7.52	LOC101928988	uncharacterized LOC101928988
7409	0.326176	1.73E-01	0.0598	1.3617115	0.0813688	1249.71	VAV1	vav guanine nucleotide exchange factor 1
414919	0.326308	1.73E-01	0.0926	-1.3614426	-0.1260085	346.94	C8orf82	chromosome 8 open reading frame 82
7629	0.326315	1.73E-01	0.0398	1.3613828	0.054206	1520.9	ZNF76	zinc finger protein 76
6502	0.32633	1.73E-01	0.0453	1.3613101	0.061677	790.9	SKP2	S-phase kinase associated protein 2
105378816	0.326618	1.74E-01	0.1642	-1.3607783	-0.2235016	8.66	LOC105378816	uncharacterized LOC105378816
10981	0.326707	1.74E-01	0.1555	-1.3605341	-0.2116276	97.76	RAB32	"RAB32, member RAS oncogene family"
4924	0.326707	1.74E-01	0.0722	1.3605789	0.0982178	4939.1	NUCB1	nucleobindin 1
26071	0.326803	1.74E-01	0.0508	-1.3603246	-0.069083	760.52	RTL8A	retrotransposon Gag like 8A
27102	0.326836	1.74E-01	0.0455	-1.3602212	-0.0618934	6756.37	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
58497	0.326865	1.74E-01	0.0443	-1.3601248	-0.0602157	930.93	PRUNE1	prune exopolyphosphatase 1
388630	0.326942	1.74E-01	0.3125	-1.3599488	-0.4249927	15.25	TRABD2B	TraB domain containing 2B
100505746	0.32704	1.74E-01	0.2543	1.3597364	0.3457785	137.08	ITGB2-AS1	ITGB2 antisense RNA 1
105369358	0.327148	1.74E-01	0.2509	1.3595071	0.3410586	17.13	LOC105369358	uncharacterized LOC105369358
112267951	0.327151	1.74E-01	0.1383	1.3594555	0.187996	47.65	LOC112267951	
259282	0.327258	1.74E-01	0.0749	1.359228	0.1017798	2334.05	BOD1L1	biorientation of chromosomes in cell division 1 like 1
105371449	0.327368	1.74E-01	0.1843	1.3589483	0.2504938	9.95	LOC105371449	uncharacterized LOC105371449
10723	0.327368	1.74E-01	0.0497	1.3589821	0.067556	6149.56	SLC12A7	solute carrier family 12 member 7
10584	0.327572	1.74E-01	0.1881	1.3585068	0.2555469	11.74	COLEC10	collectin subfamily member 10
