Updated.gene.symbol	logFC	P.Value
BTN3A3	1.05	5.93e-09
CPQ	1.05	8.04e-13
CRLS1	1.05	7.47e-16
CYTIP	1.05	6.32e-07
FGF7	1.05	2.35e-13
FHOD1	1.05	1.79e-12
GPAT3	1.05	8.92e-07
JAZF1	1.05	6.99e-11
KDR	1.05	8.25e-06
KLB	1.05	1.87e-11
LOC285812	1.05	2.79e-07
LONRF1	1.05	3.63e-11
MKNK1	1.05	2.9e-12
OPTN	1.05	1.18e-10
P2RX1	1.05	5.75e-24
PTPN6	1.05	1.01e-15
RPL10	1.05	1.82e-10
TEX14	1.05	9.19e-17
TSPAN13	1.05	2.37e-13
ARHGAP5	1.04	1.83e-12
AVPI1	1.04	2.21e-12
DNAAF9	1.04	3.72e-17
CLDND1	1.04	4.59e-21
CNTN6	1.04	4.49e-17
GNA14	1.04	9.41e-10
H2AJ	1.04	2.5e-17
IDNK	1.04	3.65e-17
LYPLAL1	1.04	1.38e-11
ETFRF1	1.04	2.19e-16
MAT2A	1.04	3.44e-20
MTHFR	1.04	1.15e-12
NHSL2	1.04	1.83e-11
RAB23	1.04	8.1e-13
SLC44A2	1.04	4.58e-18
SNX10	1.04	3.24e-08
SQSTM1	1.04	4.13e-12
SRSF5	1.04	3.06e-26
TBXAS1	1.04	9.07e-12
BHLHE41	1.03	2.76e-05
CFI	1.03	3.06e-06
CST3	1.03	3.6e-17
DOCK5	1.03	2.96e-09
EFHC1	1.03	8.27e-07
EVL	1.03	9.79e-14
FAT4	1.03	4.58e-10
GLCCI1	1.03	7.29e-10
ITGAX	1.03	1.8e-15
LOC202025	1.03	4.43e-14
NEK3	1.03	7.84e-17
PRICKLE2	1.03	2.45e-14
RCAN1	1.03	3.36e-09
SEC22C	1.03	5.63e-22
SMIM14	1.03	2.06e-08
TM9SF3	1.03	4.97e-15
TRIM52	1.03	5.28e-19
TRIM34	1.03	4.96e-12
VMO1	1.03	9.26e-10
VPS13C	1.03	3.06e-08
CADPS2	1.02	8.36e-10
FAM149A	1.02	4.88e-09
FOXF2	1.02	4.93e-08
GANC	1.02	1.12e-22
IGIP	1.02	3.19e-12
JAM3	1.02	2.29e-09
LINC02555	1.02	5.32e-10
MBNL2	1.02	2.27e-16
PDE3B	1.02	1.58e-20
PNRC2	1.02	5.83e-25
PRKG1	1.02	9.08e-11
PRMT2	1.02	2.82e-18
SCTR	1.02	4.93e-10
SPATA18	1.02	1.44e-07
ZNF106	1.02	1.45e-17
ANKS1A	1.01	5.48e-14
C3AR1	1.01	3.75e-08
CCNL1	1.01	5.36e-12
DYNC1I2	1.01	2.86e-12
HAVCR2	1.01	1.39e-07
HHEX	1.01	1.19e-08
HSD11B1	1.01	1.87e-06
KLF10	1.01	4.86e-12
MOCS1	1.01	6.33e-15
MYO1B	1.01	1.95e-14
NFE2	1.01	5.65e-10
NTNG1	1.01	2.95e-15
PLCB4	1.01	1.27e-05
PPID	1.01	4.12e-17
RPS4Y1	1.01	0.000925
GUSBP14	1.01	4.62e-11
STK10	1.01	3.32e-16
ABHD6	1	2.1e-17
ARID4A	1	2.37e-13
BCOR	1	6.92e-11
CD59	1	2.53e-09
CSRP1	1	2.6e-18
HNRNPDL	1	4.8e-15
C10orf143	1	3.69e-15
MAN1A1	1	3.17e-11
MIR155HG	1	5.08e-07
MYO1C	1	1.36e-13
PBX1	1	1.35e-09
PPARGC1A	1	2.78e-12
PXMP4	1	4.75e-14
SLC5A9	1	1.63e-12
TCEAL1	1	4.18e-25
TLR7	1	1.49e-09
STING1	1	1.72e-11
TNFSF13B	1	1.29e-06
ZNF608	1	2.6e-12
CFAP70	0.999	1.97e-07
GABARAPL3	0.999	3.08e-15
GATA6-AS1	0.999	1.02e-20
PDE4C	0.999	2.62e-14
MCF2L	0.999	6.4e-10
TNFSF15	0.999	1.74e-08
GPRIN2	0.998	2.7e-15
PPP1R12B	0.998	1.32e-09
MID1IP1	0.997	2.53e-11
OSCP1	0.997	2.31e-10
UACA	0.997	6.02e-11
AKAP7	0.996	2.58e-12
ARHGAP24	0.996	7.75e-22
ECHDC1	0.996	3.6e-24
LAPTM5	0.995	1.39e-08
MRAS	0.995	2.28e-12
CCL21	0.994	0.000124
GALNT12	0.993	1.39e-07
TRAK2	0.993	3.84e-12
NFIB	0.992	2.41e-10
CD8A	0.991	6.49e-06
ITLN1	0.991	1.68e-05
GARS1-DT	0.991	3.06e-15
LURAP1L	0.99	4.82e-09
OPN3	0.99	8.99e-07
THBS1	0.99	5.49e-07
LBH	0.989	5.01e-10
TRDV3	0.989	7.88e-09
CALCOCO2	0.988	5.3e-21
RAB3IP	0.988	4.15e-14
TBX3	0.988	1.05e-06
UBE2B	0.988	4.41e-27
ZMYND15	0.988	1.9e-18
ARL6IP5	0.987	1.41e-13
FAM110D	0.987	5.11e-23
PTPN22	0.987	3.57e-09
SH3GLB1	0.987	7.24e-17
LIF	0.986	0.000694
PIK3R3	0.986	7.3e-08
SECISBP2	0.986	3.56e-20
SKP1	0.986	3.26e-18
USP47	0.986	9.66e-20
SMAD7	0.985	9.61e-10
CD101	0.984	2.51e-14
PELI1	0.984	4.34e-06
PLAAT4	0.984	5.24e-05
ITPR1	0.983	1.56e-13
ZNF423	0.983	3.08e-06
HPR	0.982	0.00759
KLF11	0.982	4.79e-15
NAAA	0.982	1.7e-09
FCGR2A	0.981	4.25e-08
WDFY3-AS2	0.981	1.28e-19
CENATAC	0.98	1.82e-10
PTPRJ	0.98	4.41e-10
CHURC1	0.979	7.9e-07
BMPR2	0.978	1.41e-11
CRISPLD2	0.978	1.85e-06
NRBP2	0.978	2.67e-12
TNFRSF1B	0.978	3.52e-12
C1orf54	0.977	3.06e-10
MEF2A	0.977	1.53e-18
PAQR8	0.976	7.72e-11
PPP6C	0.976	3.83e-16
ATXN3	0.975	1.83e-14
VAMP2	0.975	3.9e-20
TSC22D1	0.974	4.81e-18
LRRN4CL	0.973	4.09e-11
TNFSF8	0.973	3.75e-09
ITGB2	0.972	7.69e-06
ZCCHC24	0.972	1.53e-09
AMOTL2	0.971	2.44e-11
CYB5B	0.971	1.65e-23
ECHDC2	0.971	8.85e-09
SNX20	0.971	2.37e-08
PLCG2	0.97	5.01e-20
STX3	0.97	7.96e-16
TMEM64	0.97	3.02e-11
LONRF3	0.969	9.35e-14
TMBIM4	0.969	3.82e-17
AR	0.967	2.12e-08
PGR	0.967	4.32e-19
ARHGEF28	0.966	8.39e-12
DENND5A	0.966	4.34e-22
GAPT	0.966	6.99e-11
MEIS1	0.966	8.6e-11
TOM1L2	0.966	3.12e-18
ADA2	0.965	1.3e-05
FAM167B	0.965	7.62e-14
WWC1	0.965	1.38e-13
FNBP1	0.964	1.86e-12
MTMR9	0.964	2.78e-19
EIF3M	0.963	1.48e-24
HRCT1	0.963	2.03e-16
JCHAIN	0.963	0.000973
TRIM56	0.963	5.06e-10
ELN	0.962	8.13e-06
HSPB7	0.962	3.3e-15
PPP2R2A	0.962	7.44e-13
GALC	0.961	8.92e-12
APOBR	0.96	2.76e-17
ACER3	0.959	2.42e-12
TNFAIP8L2	0.959	6.37e-13
CYTH4	0.958	5.43e-11
ITGA10	0.958	2.92e-12
LOC286437	0.958	7.58e-17
ZFAND6	0.958	4.4e-10
ARID5A	0.957	1.17e-12
CD44	0.957	3.9e-07
FES	0.957	4.6e-13
CDS2	0.955	3.16e-13
IFIT2	0.955	6.12e-07
BATF3	0.954	2.13e-10
LOC101928433	0.954	7.33e-14
MBNL1-AS1	0.954	8.93e-11
PARVB	0.954	3e-18
STAT4	0.954	3.83e-11
MECOM	0.953	3.56e-06
NCOA7	0.953	2.06e-07
NEK7	0.953	2.29e-16
USP54	0.953	6.21e-13
RPS15A	0.952	2.87e-10
SMARCD3	0.952	2.73e-09
ZFP36L2	0.952	3.79e-11
AIMP1	0.951	2.55e-12
HLX	0.951	7.43e-11
MICALCL	0.951	8.28e-14
PLCL1	0.951	2.35e-13
ACTG2	0.95	8.53e-05
KITLG	0.95	1.95e-06
TXLNGY	0.95	7.9e-08
FAM174B	0.949	7.59e-12
SBDS	0.949	1.72e-22
SCARF1	0.949	2.83e-17
ABLIM1	0.948	2.66e-08
LEPROTL1	0.948	1.7e-16
ICAM3	0.947	1.91e-09
MCOLN1	0.947	2.06e-15
RPL36A	0.947	6.73e-19
SSBP2	0.947	1.06e-19
NLRC5	0.946	6.16e-08
GABARAPL1	0.945	6.69e-15
MARCHF2	0.945	1.77e-12
RRAGD	0.945	2.85e-09
EHD1	0.944	2.48e-13
LAMP2	0.944	1.64e-08
MEF2D	0.944	4.81e-15
SRGAP2B	0.944	1.56e-08
VSTM4	0.944	1.28e-13
CALM1	0.942	3.1e-14
DTX4	0.942	4.76e-09
CDKL1	0.941	1.05e-15
RNF10	0.941	4.5e-19
SLC24A3	0.941	6.26e-06
C6	0.94	1.42e-05
PDZRN3	0.94	1.28e-07
CFAP126	0.939	9.68e-05
TARDBP	0.939	1.21e-12
IL17D	0.937	1.4e-11
ZFP3	0.937	2.64e-11
DMXL1	0.936	1.64e-16
PTGER2	0.936	1.4e-12
RABGAP1L	0.936	3.28e-14
EOGT	0.935	3.05e-13
TASOR	0.935	6.48e-15
HLA-F	0.935	2.7e-07
MBNL1	0.935	4.15e-09
ARHGAP20	0.934	3.74e-07
CPVL	0.934	4.31e-07
PCNX1	0.934	8.34e-11
RARA	0.934	8.57e-17
WNT2	0.934	2.99e-07
CD247	0.933	8.26e-11
CIITA	0.933	1.31e-16
DOK4	0.933	4.09e-08
EIF1AY	0.933	0.000456
C10orf67	0.932	3.66e-19
HSPC324	0.932	3.76e-22
ITPKC	0.932	2.55e-06
LDB3	0.932	1.36e-12
MAGI2	0.932	2.42e-11
NAV3	0.932	4.12e-07
ALS2CL	0.93	3.56e-12
FBXL5	0.93	9.59e-14
ADGRB3-DT	0.93	9.02e-10
SAMD4B	0.93	2.64e-10
ADAMTS9-AS2	0.928	3.17e-19
ARHGEF40	0.928	1.44e-07
ARIH2	0.928	2.25e-17
C8orf88	0.928	4.73e-10
CRYZL1	0.928	8.48e-15
LOC106146153	0.928	3.27e-05
PPP1R1B	0.928	2.51e-05
HSD17B4	0.927	3.31e-23
LENG8	0.927	3.47e-11
PRXL2C	0.926	1.75e-13
IFIT3	0.926	1.94e-05
LUC7L3	0.926	2.16e-12
RNASE6	0.926	4.86e-06
MTERF2	0.925	2.78e-14
PHACTR3	0.925	8.61e-05
RIMS3	0.925	2.18e-09
WDFY4	0.925	5.43e-11
ABI2	0.924	2.97e-11
ENKD1	0.924	6.6e-14
RAP1GAP	0.923	5.76e-07
RNF180	0.923	9.87e-19
SFXN3	0.923	1.43e-08
CERT1	0.922	8.08e-19
DNAJC27	0.922	2.48e-15
EHD4	0.922	4.43e-11
RIMKLB	0.922	2.56e-11
TAMALIN	0.921	9.69e-24
LOC102724611	0.921	6.94e-10
LOC389765	0.921	8.43e-17
TBC1D24	0.921	7.81e-08
ESD	0.919	1e-22
NRN1	0.919	0.00138
SLC22A31	0.919	3.26e-08
CANX	0.918	1.43e-11
CD58	0.918	3.68e-12
DDX60L	0.918	1.86e-08
KLHL2	0.918	7.03e-12
RMDN3	0.918	2.82e-17
ARRDC2	0.917	2e-12
RBM5	0.917	6.35e-10
VPS13D	0.917	7.99e-16
CDKN1A	0.916	3.84e-08
FUS	0.915	8.85e-08
FYCO1	0.915	6.54e-13
CNN3-DT	0.915	2.56e-14
RBM39	0.915	3.52e-05
TJP1	0.915	6.37e-15
CAMK2D	0.914	1.04e-10
PRKCH	0.914	3.16e-13
RBM6	0.914	1.57e-07
DDX50	0.913	1.57e-10
STX2	0.913	4.49e-14
MS4A8	0.912	0.000282
MSRB2	0.912	1.1e-13
SPATA6	0.912	3.69e-12
ZSWIM7	0.912	2.31e-14
ADRA1A	0.911	2.81e-14
ELF3	0.911	0.000137
MXD4	0.911	3.09e-12
CMKLR1	0.91	2.79e-10
GPR183	0.91	5.64e-06
HVCN1	0.91	1.08e-15
KAZN	0.91	1.17e-06
NPC2	0.91	3.82e-11
PTPRD	0.91	8.09e-06
SIK2	0.91	5.61e-15
DNAJA2	0.909	1.41e-12
ECPAS	0.908	1.62e-22
SLC7A2	0.908	0.000211
SMCO3	0.908	4.18e-17
SPRY1	0.908	9.14e-08
ZNF274	0.908	4.27e-13
ARHGEF2	0.907	7.05e-21
PABIR1	0.907	2.08e-14
RPS16P5	0.907	1.53e-07
SMTNL2	0.907	1.09e-16
PLA2G5	0.906	4.85e-11
ACYP2	0.905	2.71e-11
RPL13AP17	0.905	3.91e-14
FSTL1	0.904	1.74e-06
GOLGA8A	0.904	6.63e-07
RNF130	0.904	5.9e-16
SACM1L	0.904	5.4e-17
ASXL1	0.903	1.02e-06
CYP4X1	0.902	4.17e-05
THAP2	0.902	0.000172
WDR19	0.902	4.04e-10
KBTBD11	0.901	2.35e-08
WASHC1	0.901	7.82e-07
RPS6KA1	0.901	7.78e-12
DELE1	0.9	1.56e-16
KIAA1147	0.9	1.83e-13
PER2	0.9	4.18e-12
TCIRG1	0.9	1.08e-10
NRP1	0.899	7e-06
RIOK2	0.899	3.82e-22
SPATS2L	0.899	1.96e-09
FAM76A	0.898	3.75e-18
FBRSL1	0.898	6.68e-14
INPP1	0.898	3.8e-09
SLC22A15	0.898	2.8e-10
TNFRSF14	0.898	2.95e-14
APOBEC3A	0.897	0.00121
AXIN2	0.897	6.32e-09
CEP85L	0.897	2.47e-15
CYCS	0.897	4.18e-09
IGF1	0.897	0.000891
POGK	0.897	7.36e-10
DCUN1D3	0.896	4.05e-13
SPON1	0.896	2.02e-05
WWC3	0.896	1.45e-15
DSTN	0.895	1.18e-25
TBXA2R	0.895	1.28e-12
MIR100HG	0.893	0.000168
MRGPRF	0.893	4.37e-06
PRKCD	0.893	1.22e-13
RAPH1	0.893	3.51e-09
EFEMP2	0.892	5.67e-08
ANKRD20A12P	0.892	1.64e-13
PADI4	0.892	7.66e-13
CACHD1	0.891	6.6e-05
LYL1	0.89	1.91e-18
FLT4	0.889	3.04e-10
NLRP1	0.889	6.32e-14
PCM1	0.889	6.41e-17
PYROXD1	0.889	4.89e-10
TCAIM	0.889	2.62e-15
GRK3	0.888	1.46e-08
KIF9	0.888	9.86e-15
SUPT7L	0.888	1.66e-19
AMIGO1	0.887	3.27e-17
DUSP3	0.887	1.08e-22
FABP3	0.887	0.000376
LIX1L	0.887	4.8e-11
KCNQ1	0.886	4.63e-10
MPDZ	0.886	3.21e-11
PTAFR	0.886	3.25e-12
STAT5B	0.886	7.12e-19
C9orf72	0.885	1.36e-09
CCDC92	0.885	3.09e-11
CDC42EP2	0.885	5.05e-10
CX3CL1	0.885	0.000142
EFHD1	0.885	2.18e-06
SPTAN1	0.885	4.79e-16
TIAL1	0.885	1.51e-18
HLA-DRB6	0.884	1.46e-10
KIAA0513	0.884	4.01e-11
PPM1D	0.884	6.45e-15
S1PR4	0.884	1.28e-21
ARID1B	0.883	5.69e-13
CRYZL2P	0.883	4.22e-15
PLXDC2	0.883	2.91e-08
STAT5A	0.883	3.18e-22
EIF3H	0.882	3.59e-07
PDGFB	0.882	1.74e-08
CORO1A	0.881	1.38e-07
FRAT1	0.881	4.92e-09
N4BP1	0.881	5.17e-12
SPTLC3	0.881	2.26e-13
DDAH2	0.88	2.21e-12
F13A1	0.88	9.14e-05
MPC2	0.88	2.07e-16
NR2F2	0.88	1.48e-07
TRAF3IP3	0.88	6.75e-07
CDK13	0.879	2.08e-09
EPC1	0.879	2.62e-14
LYST	0.879	6.04e-12
BCL3	0.879	6.79e-07
PPM1K	0.879	1.97e-09
USP12	0.879	4.33e-20
B2M	0.878	1.21e-09
CRYL1	0.878	1.82e-13
ERCC6L2	0.878	3.03e-17
LIPA	0.878	4.72e-08
CA13	0.878	4.41e-06
KPNA5	0.877	2.07e-13
TBCEL	0.877	6.3e-12
ZYX	0.877	3.85e-11
CCNL2	0.876	2.67e-08
CLN5	0.876	4.52e-13
LGALS3	0.876	2.64e-14
MARCHF1	0.876	3.01e-08
CNKSR2	0.875	6.62e-13
GBP4	0.875	2.39e-09
AKT3	0.874	3.59e-09
CD163	0.874	0.000241
HMCN1	0.874	4.22e-07
PCBP2	0.874	2e-05
SPTSSA	0.874	6.31e-08
TADA2B	0.874	6.07e-18
ULK2	0.874	3.02e-18
FOLR2	0.873	1.35e-07
MIR18A	0.873	1.06e-08
PPP1R3C	0.873	0.000456
RBM26	0.873	4.66e-14
RBM8A	0.873	5.53e-13
RPS28	0.873	2.28e-15
UBR2	0.872	1.57e-15
EMILIN2	0.871	2.11e-09
GVINP1	0.871	6.27e-11
IRX1	0.871	0.000349
LAMA4	0.871	4.53e-07
SAT2	0.871	1.28e-18
SGMS1	0.871	8.92e-08
ERP44	0.87	3.79e-20
LINC03013	0.87	3.35e-19
SP110	0.87	2.64e-10
ARRDC3	0.869	5.15e-10
FGF9	0.869	3.88e-08
NPR3	0.869	0.000113
RDX	0.869	2.02e-16
EIF4E2	0.868	1.7e-13
EPB41L2	0.868	6.74e-12
COX7A2	0.868	5.48e-11
ACRBP	0.867	5.26e-15
B3GALNT1	0.867	1.37e-05
EHD2	0.867	2.15e-10
FGF14	0.867	2.72e-07
TMEM190	0.867	0.000178
PIK3C3	0.866	9.38e-13
SOAT1	0.866	1.27e-09
TTC28	0.866	1.18e-08
RPL31	0.865	8.28e-06
ADGRL3	0.864	2.04e-05
DNAH1	0.864	3.7e-15
GPR4	0.864	1.77e-08
LAMB2	0.864	2.68e-08
LOC158402	0.864	8.6e-14
TIA1	0.863	1.21e-12
ZBED3	0.863	1.62e-09
MAPRE2	0.862	5.4e-12
MYD88	0.862	1.61e-15
OSBPL1A	0.862	4.82e-10
ZDHHC3	0.862	2.41e-12
BMP6	0.861	9.64e-05
INPP5A	0.86	2.14e-12
BLTP1	0.86	4.81e-16
FAM177A1	0.86	2.42e-09
INSIG1	0.859	4.91e-08
KIF13B	0.859	7.85e-10
NBEAL1	0.859	4.41e-07
PHYH	0.859	4.16e-09
RAC2	0.859	4.01e-09
SEPTIN7	0.859	1.2e-17
VPS13A	0.859	1.3e-19
FYB2	0.858	7.63e-07
ITK	0.857	5.69e-07
SVIP	0.857	8.72e-06
STK17B	0.856	7.17e-12
ARL6	0.855	2.07e-13
DENND4C	0.855	4.11e-10
PPM1F	0.855	5.28e-11
YIPF6	0.855	1.17e-14
ACSL1	0.854	1.91e-09
BBIP1	0.854	5.1e-15
KLC1	0.854	2.38e-18
RSU1	0.853	5.94e-20
CSF1	0.852	1.59e-09
DYNC2LI1	0.852	5.47e-11
PPP2CA	0.852	1.21e-14
PRRG1	0.852	6.58e-10
PTP4A2	0.852	8.89e-10
TMEM35B	0.852	1.15e-13
NXF3	0.851	2.79e-06
TREM2	0.851	2.03e-05
DIRAS3	0.85	4.8e-06
MIR30DHG	0.85	6.82e-11
TMCC3	0.85	1.55e-07
GABPB1-IT1	0.849	7.94e-13
CASP6	0.849	2.35e-10
CD1E	0.848	7.38e-08
SLC51B	0.848	6.45e-15
RABGGTB	0.848	1.27e-13
CCDC141	0.847	1.1e-15
MAML2	0.847	1.42e-07
NHLRC3	0.847	1.27e-09
APBB2	0.846	2.96e-08
RPS27L	0.846	4.51e-11
VASH1	0.846	1.03e-09
FGF7P6	0.845	2.07e-07
PHKB	0.845	1.01e-08
ZC3H12A	0.844	0.000406
THRB	0.844	2.92e-12
C2orf74	0.843	2.04e-07
EPSTI1	0.843	4.78e-07
HYI	0.843	1.08e-09
ACAT1	0.842	2.01e-12
GBP2	0.842	2.29e-05
LRRC46	0.842	0.00067
IL1R1	0.841	8.74e-09
MPHOSPH8	0.841	1.58e-18
ZNF207	0.841	1.44e-05
COX7B	0.84	5.63e-12
IDS	0.84	1.41e-10
MAN2C1	0.84	3.91e-16
TRIOBP	0.84	7.12e-21
SHFL	0.839	2.27e-11
CAPSL	0.839	0.00122
DDO	0.839	4.83e-14
OLFML3	0.839	4.42e-06
SYK	0.839	2.63e-08
NKTR	0.838	1.23e-13
FDX1	0.837	3.21e-13
PAFAH1B1	0.837	3.83e-15
FAM3B	0.836	0.00174
NUMB	0.836	2.57e-18
SOX5	0.836	1.14e-07
YPEL3	0.836	1.29e-11
GNAI2	0.835	5.64e-17
LAMTOR3	0.835	1.56e-12
PTPN5	0.835	8.35e-13
RASSF5	0.835	4.32e-12
LOC389834	0.835	0.000212
TOX	0.835	3.99e-08
CSF2RA	0.834	2.78e-10
HAS1	0.834	1.85e-06
PRICKLE1	0.834	5.31e-06
CD4	0.833	5.82e-08
EPOR	0.833	6.87e-12
MYOC	0.833	1.33e-13
RGL3	0.833	2.06e-09
CATSPERD	0.832	3.63e-05
MAFK	0.832	3.35e-10
MOB3C	0.832	1.78e-15
NFIX	0.832	1.6e-07
OLFM1	0.832	0.000131
RAB37	0.832	7.82e-22
RHOBTB1	0.832	1.72e-07
SDCBP	0.832	2.54e-19
UBXN11	0.832	1.28e-14
ADAM33	0.831	2.21e-14
CLASP2	0.831	1.96e-16
STN1	0.831	1.96e-16
CHCHD7	0.83	5.24e-09
LINC00597	0.83	7.58e-10
FAM78A	0.83	1.41e-12
MTMR9LP	0.83	6.92e-11
TDRD3	0.83	3.83e-14
VTI1B	0.83	7.74e-12
FHDC1	0.829	1.62e-08
INPP4B	0.829	2.13e-06
PDE4A	0.829	2.41e-12
POLK	0.829	4.28e-17
USP9Y	0.829	1.29e-05
AAMDC	0.828	5.26e-13
MAP3K7CL	0.828	3.16e-08
MPC1	0.828	1.68e-12
SATB1	0.828	2.35e-10
ZAP70	0.828	5.72e-12
CDC42EP3	0.827	6.09e-06
NICN1	0.827	3.27e-18
PCYOX1	0.826	4.26e-13
LYSMD3	0.825	1.11e-10
PPT2-EGFL8	0.825	4.36e-12
RERGL	0.825	2.16e-05
SLC25A20	0.825	1.02e-14
SMARCA5	0.825	1.14e-16
SWAP70	0.825	7.33e-11
ZNF521	0.825	9.76e-05
FNBP4	0.824	2.25e-07
NEIL1	0.824	3.41e-15
ABTB1	0.823	4.42e-21
DGLUCY	0.823	9.86e-13
GLT1D1	0.823	1.52e-13
PXK	0.823	2.67e-16
TMEM255B	0.823	1.83e-12
TTC17	0.823	1.68e-07
MAP2K3	0.822	9.73e-09
PNPLA4	0.822	1.81e-17
STARD9	0.822	1.88e-19
GLIPR1	0.821	5.23e-08
PTP4A1	0.821	2.3e-07
RIIAD1	0.821	3.51e-06
DHRS12	0.82	1.91e-16
GMPR	0.82	2.82e-08
ITSN2	0.82	5.02e-16
RASD1	0.82	0.000242
ROPN1L	0.82	0.000113
ACSF2	0.819	1.01e-08
MYLK	0.819	3.04e-06
ZC3H13	0.819	4.78e-14
IFIT5	0.818	3.19e-11
COL21A1	0.817	0.000847
PIGA	0.817	7.72e-08
ABHD14A	0.816	1.97e-11
MEGF9	0.816	1.21e-07
NIPAL3	0.816	3.77e-13
POLR3GL	0.816	1.04e-15
SDC2	0.816	4.74e-07
CWC25	0.815	5.63e-15
TMEM220	0.815	2.45e-10
UBXN10	0.815	1.28e-05
PDGFD	0.814	0.000167
RAB4A	0.814	8.86e-15
VAT1	0.814	3.38e-16
IL32	0.813	0.00011
CHKB	0.812	4.39e-12
NOL7	0.812	1.59e-14
PCSK5	0.812	8.95e-07
SCML4	0.812	7.33e-08
SSH2	0.812	1.86e-11
CTSG	0.811	4.27e-07
INPP5B	0.811	1.41e-18
ALG13	0.81	5.19e-08
CCPG1	0.81	6.23e-10
EIF4EBP2	0.81	1.91e-14
IFT88	0.81	6.37e-20
ZBTB46	0.81	1.53e-14
ATG5	0.809	1.57e-09
DEF8	0.809	1.54e-16
EIF3F	0.809	2.9e-16
SEC14L1	0.809	4.1e-14
FARP1	0.808	1.21e-12
FYB1	0.808	4.79e-05
UBE2E2	0.808	4.31e-12
BMPER	0.807	1.13e-18
MINDY4	0.807	2.85e-16
KLRC2	0.807	2.82e-05
LOC283788	0.807	1.95e-10
RASSF8-AS1	0.807	6.11e-10
SIRPB2	0.807	7.49e-11
DNAJC5B	0.806	3.34e-07
YPEL5	0.806	4.12e-18
HIPK3	0.805	1.61e-17
MZF1	0.805	8.33e-13
ARHGAP45	0.804	4.83e-10
DNAAF1	0.804	3.15e-06
GATAD2B	0.804	1.86e-10
A2M-AS1	0.803	1.48e-13
RBM7	0.803	2.6e-13
SYNJ1	0.802	2.69e-11
ADCYAP1	0.801	4.31e-05
EXPH5	0.801	1.78e-05
C1QTNF5	0.8	1.1e-07
ESR1	0.799	0.000132
KANSL1-AS1	0.799	0.000762
WWTR1	0.799	6.8e-11
ARNT2	0.798	1.81e-07
CYGB	0.798	1.34e-07
IFI44L	0.798	0.00239
ARHGAP42	0.798	1.31e-05
ECHDC3	0.797	1e-04
TFEB	0.797	8.72e-11
GHR	0.796	0.0017
MBP	0.796	2.13e-05
PMM1	0.796	3.77e-08
UBE2G2	0.796	4.72e-17
CEACAM21	0.795	1.3e-12
CRY1	0.795	3.88e-14
RALGDS	0.795	3.24e-14
KRCC1	0.794	2.64e-08
SH3TC1	0.794	1.73e-05
SPIRE1	0.794	5.44e-13
CAPRIN2	0.793	9.42e-10
ENPP2	0.793	0.000207
TRAPPC10	0.793	4.08e-11
ATP5MG	0.792	3.5e-13
NPHP3	0.792	6.53e-10
SAMD5	0.792	2.87e-06
SPRY2	0.792	1.46e-06
TEKT2	0.792	8.3e-06
DNAI4	0.792	1.97e-06
ZNF25	0.792	1.32e-18
IKZF5	0.791	1.74e-15
ZNF844	0.791	1.97e-09
EIF4EBP3	0.79	3.57e-11
NAIP	0.79	1.7e-08
EVI5	0.789	3.73e-16
HCLS1	0.789	6.19e-06
NCK1	0.789	6.08e-10
RNF145	0.789	4.87e-11
SEC31B	0.789	2.51e-13
HIC1	0.788	1.5e-06
ANO6	0.787	7.1e-12
FGF14-AS2	0.787	1.81e-14
UBR5-DT	0.787	6.76e-13
MOCS2	0.786	7.38e-15
SEMA3E	0.786	2.4e-05
C4orf3	0.785	3.55e-15
SGK3	0.785	1.07e-11
LINC00702	0.785	9.41e-18
CRIM1-DT	0.785	1.85e-06
PLEKHM3	0.785	1.52e-10
SNX24	0.785	2.63e-14
WIPF1	0.785	1.72e-07
AP5M1	0.784	3.2e-15
HIP1	0.784	6.08e-08
LOC105379045	0.784	6.18e-11
NKD2	0.784	1.11e-09
SIGLEC5	0.784	2.68e-13
SYT17	0.784	2.38e-06
BRI3	0.783	1.72e-11
RCBTB2	0.783	3.22e-10
SNRPN	0.783	4.59e-10
GORASP1	0.782	8.21e-16
TECPR1	0.782	6.36e-11
ABCA9	0.781	9.83e-15
CTSZ	0.781	7.62e-05
DIS3	0.781	2.54e-09
ELF5	0.781	0.00248
GPALPP1	0.781	1.08e-09
PPP3CC	0.781	9.7e-17
ACSL4	0.78	1.48e-12
SPAAR	0.78	8.56e-19
TNFAIP2	0.78	1.86e-05
F11	0.779	1.98e-19
LAT	0.779	8.71e-09
RGS8	0.779	1.59e-05
CRYAB	0.778	0.000518
PIK3AP1	0.778	2.82e-05
MAST4	0.777	5.77e-09
PKN3	0.777	2.63e-14
ZC3H14	0.777	3.81e-13
CC2D2A	0.776	2.71e-12
CNN3	0.776	8.17e-07
CYP39A1	0.776	3.82e-12
EIF1B	0.776	1.76e-19
GCNT2	0.776	0.000132
GOLT1A	0.776	0.000311
HMGB1	0.776	1.21e-12
NFIC	0.776	5.93e-09
RALGPS1	0.776	1.06e-11
TUBA1A	0.776	5.43e-10
USP15	0.775	4.72e-16
SEC62	0.775	1.35e-08
CTIF	0.774	4.36e-14
EIF4E	0.774	5.03e-08
ERVK13-1	0.774	1.9e-10
GALK2	0.774	8.72e-09
HSPA1A	0.774	0.00012
MASP1	0.774	1.46e-06
MTMR10	0.774	3.04e-09
