ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
36033_at	0.0503	0.0251	2.2972605	-4.166986	0.28219723	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
39289_at	0.135	0.0849	-1.7519352	-5.199847	-0.57381661	SREK1IP1	SREK1 interacting protein 1	SREK1IP1	SREK1 interacting protein 1
1409_at	0.428	0.345	0.9516731	-6.248137	0.09700042	SRF	serum response factor	SRF	serum response factor
36069_at	0.00916	0.00313	-3.0791953	-2.295157	-0.74411524	SRGAP2C///SRGAP2B///SRGAP2	SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2	SRGAP2C///SRGAP2B///SRGAP2	SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
37563_at	8.92e-05	9.99e-06	4.8250759	3.126248	0.92857294	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
32227_at	0.142	0.0899	-1.7239337	-5.246215	-0.50460935	SRGN	serglycin	SRGN	serglycin
39055_at	0.0717	0.0391	2.1090015	-4.550774	0.50422231	SRI	sorcin	SRI	sorcin
240_at	0.0679	0.0365	2.1391871	-4.491118	0.38120334	SRM	spermidine synthase	SRM	spermidine synthase
41194_at	0.163	0.106	1.6401371	-5.380922	0.17365933	SRP14	signal recognition particle 14	SRP14	signal recognition particle 14
35231_at	5.12e-05	5.06e-06	-5.0122139	3.779241	-0.6365988	SRP19	signal recognition particle 19	SRP19	signal recognition particle 19
36060_at	0.194	0.132	-1.5288221	-5.550358	-0.23984001	SRP54	signal recognition particle 54	SRP54	signal recognition particle 54
31670_s_at	0.000482	7.91e-05	-4.2372517	1.150293	-0.50444679	SRP72	signal recognition particle 72	SRP72	signal recognition particle 72
36981_at	0.602	0.524	-0.6412379	-6.493033	-0.11394778	SRP9	signal recognition particle 9	SRP9	signal recognition particle 9
1031_at	0.0231	0.00963	-2.6745213	-3.317152	-0.50434111	SRPK1	SRSF protein kinase 1	SRPK1	SRSF protein kinase 1
1213_at	0.000195	2.56e-05	-4.5611247	2.223816	-1.00759157	SRPK2	SRSF protein kinase 2	SRPK2	SRSF protein kinase 2
37133_at	7.16e-07	2.47e-08	6.4147617	8.920282	1.36203235	SRPK3	SRSF protein kinase 3	SRPK3	SRSF protein kinase 3
39214_at	0.748	0.69	0.4002196	-6.618124	0.11534211	SRPK3///PLXNB3	SRSF protein kinase 3///plexin B3	SRPK3///PLXNB3	SRSF protein kinase 3///plexin B3
36679_at	0.82	0.775	0.2866033	-6.65712	0.06983147	SRPRA	SRP receptor alpha subunit	SRPRA	SRP receptor alpha subunit
31855_at	0.0365	0.0169	2.4571918	-3.819511	0.5703931	SRPX	sushi repeat containing protein, X-linked	SRPX	sushi repeat containing protein, X-linked
37805_at	0.00332	0.000881	-3.5010811	-1.121223	-0.91598856	SRPX2	sushi repeat containing protein, X-linked 2	SRPX2	sushi repeat containing protein, X-linked 2
40983_s_at	0.212	0.146	1.4723011	-5.63218	0.43079019	SRR	serine racemase	SRR	serine racemase
40974_at	0.565	0.485	-0.7024947	-6.452127	-0.076044	SRRD	SRR1 domain containing	SRRD	SRR1 domain containing
41737_at	0.886	0.855	0.1834767	-6.681372	0.01673028	SRRM1	serine and arginine repetitive matrix 1	SRRM1	serine and arginine repetitive matrix 1
32761_at	0.108	0.0642	1.8853916	-4.969671	0.26747594	SRRM2	serine/arginine repetitive matrix 2	SRRM2	serine/arginine repetitive matrix 2
39831_at	0.000613	0.000107	4.148862	0.86448	0.63353173	SRRT	serrate, RNA effector molecule	SRRT	serrate, RNA effector molecule
36098_at	0.000484	7.96e-05	-4.2355079	1.144623	-0.50858508	SRSF1	serine and arginine rich splicing factor 1	SRSF1	serine and arginine rich splicing factor 1
34717_s_at	0.0253	0.0108	-2.6314439	-3.419412	-0.38426312	SRSF10	serine and arginine rich splicing factor 10	SRSF10	serine and arginine rich splicing factor 10
32183_at	0.0733	0.0402	-2.0971187	-4.574058	-0.26870801	SRSF11	serine and arginine rich splicing factor 11	SRSF11	serine and arginine rich splicing factor 11
351_f_at	1.93e-05	1.54e-06	-5.3336359	4.92304	-0.81706394	SRSF3	serine and arginine rich splicing factor 3	SRSF3	serine and arginine rich splicing factor 3
36991_at	0.0618	0.0325	-2.1896377	-4.389796	-0.34577634	SRSF4	serine and arginine rich splicing factor 4	SRSF4	serine and arginine rich splicing factor 4
40453_s_at	0.000957	0.000184	3.9864213	0.347925	0.55323551	SRSF5	serine and arginine rich splicing factor 5	SRSF5	serine and arginine rich splicing factor 5
35808_at	0.65	0.577	0.5614297	-6.540804	0.07639527	SRSF6	serine and arginine rich splicing factor 6	SRSF6	serine and arginine rich splicing factor 6
32165_at	0.0325	0.0147	2.5121599	-3.695679	0.34148649	SRSF7	serine and arginine rich splicing factor 7	SRSF7	serine and arginine rich splicing factor 7
40262_at	0.0191	0.00764	2.7606917	-3.108711	0.35618703	SRSF8	serine and arginine rich splicing factor 8	SRSF8	serine and arginine rich splicing factor 8
32864_at	0.0644	0.0342	2.1672127	-4.435081	0.41944853	SRY	sex determining region Y	SRY	sex determining region Y
34069_s_at	0.113	0.068	-1.8588644	-5.016623	-0.31260272	SS18	SS18, nBAF chromatin remodeling complex subunit	SS18	SS18, nBAF chromatin remodeling complex subunit
31903_at	0.913	0.889	0.1406737	-6.688317	0.02086983	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit
38450_at	0.374	0.293	-1.0616337	-6.139151	-0.1170739	SSB	Sjogren syndrome antigen B	SSB	Sjogren syndrome antigen B
39086_g_at	0.00125	0.000257	-3.8859033	0.034208	-0.54395567	SSBP1	single stranded DNA binding protein 1	SSBP1	single stranded DNA binding protein 1
32668_at	0.000421	6.67e-05	4.2869951	1.312547	1.27911833	SSBP2	single stranded DNA binding protein 2	SSBP2	single stranded DNA binding protein 2
38409_at	0.229	0.161	-1.4207142	-5.704358	-0.41178209	SSFA2	sperm specific antigen 2	SSFA2	sperm specific antigen 2
34082_at	0.876	0.843	-0.1985213	-6.678496	-0.05299268	SSH1	slingshot protein phosphatase 1	SSH1	slingshot protein phosphatase 1
32201_at	0.733	0.673	0.4240221	-6.608328	0.03808695	SSNA1	SS nuclear autoantigen 1	SSNA1	SS nuclear autoantigen 1
33302_at	7.71e-06	4.8e-07	5.6436008	6.048773	1.56864767	SSPN	sarcospan	SSPN	sarcospan
34648_at	5.29e-07	1.71e-08	-6.5089657	9.276069	-1.07387433	SSR1	signal sequence receptor subunit 1	SSR1	signal sequence receptor subunit 1
36147_at	0.0409	0.0194	-2.4014808	-3.942737	-0.30806344	SSR2	signal sequence receptor subunit 2	SSR2	signal sequence receptor subunit 2
38635_at	0.646	0.571	-0.5690329	-6.536523	-0.13379842	SSR4	signal sequence receptor subunit 4	SSR4	signal sequence receptor subunit 4
37739_at	0.000267	3.78e-05	-4.4507756	1.853619	-0.58124491	SSRP1	structure specific recognition protein 1	SSRP1	structure specific recognition protein 1
33906_at	0.000188	2.46e-05	-4.5725427	2.262369	-0.51368569	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1
37782_at	0.00304	0.000787	3.5372563	-1.015863	1.20453304	SST	somatostatin	SST	somatostatin
40919_at	0.0639	0.0339	2.1709806	-4.4275	0.67794714	SSTR2	somatostatin receptor 2	SSTR2	somatostatin receptor 2
557_s_at	0.0511	0.0256	2.2889417	-4.184528	0.4230541	SSTR3	somatostatin receptor 3	SSTR3	somatostatin receptor 3
34139_at	0.12	0.0732	1.8232504	-5.078726	0.44790396	SSTR4	somatostatin receptor 4	SSTR4	somatostatin receptor 4
778_s_at	0.00313	0.000817	3.5251882	-1.051089	0.41527529	SSTR5	somatostatin receptor 5	SSTR5	somatostatin receptor 5
35086_at	0.0185	0.00735	2.7751025	-3.073354	0.81907736	SSUH2	ssu-2 homolog (C. elegans)	SSUH2	ssu-2 homolog (C. elegans)
34068_f_at	0.000306	4.48e-05	4.4021676	1.691966	1.14959695	SSX1	SSX family member 1	SSX1	SSX family member 1
36409_f_at	0.0247	0.0105	2.6436362	-3.390602	0.77106846	SSX2B///SSX2	SSX family member 2B///SSX family member 2	SSX2B///SSX2	SSX family member 2B///SSX family member 2
33655_f_at	0.0215	0.00884	2.7067444	-3.239808	0.94451506	SSX2B///SSX3///SSX2	SSX family member 2B///SSX family member 3///SSX family member 2	SSX2B///SSX3///SSX2	SSX family member 2B///SSX family member 3///SSX family member 2
126_s_at	0.192	0.13	1.5371535	-5.538056	0.70269333	SSX2B///SSX4B///SSX4///SSX2	SSX family member 2B///SSX family member 4B///SSX family member 4///SSX family member 2	SSX2B///SSX4B///SSX4///SSX2	SSX family member 2B///SSX family member 4B///SSX family member 4///SSX family member 2
33379_at	0.144	0.0918	1.71321	-5.263793	0.47274516	SSX2IP	SSX family member 2 interacting protein	SSX2IP	SSX family member 2 interacting protein
35950_at	0.00129	0.000267	3.8741103	-0.002289	0.79218546	SSX4B///SSX6///SSX4///SSX1	SSX family member 4B///SSX family member 6, pseudogene///SSX family member 4///SSX family member 1	SSX4B///SSX6///SSX4///SSX1	SSX family member 4B///SSX family member 6, pseudogene///SSX family member 4///SSX family member 1
31462_f_at	0.003	0.000773	3.542916	-0.999315	0.94799922	SSX5	SSX family member 5	SSX5	SSX family member 5
1640_at	0.0391	0.0184	2.4243602	-3.89241	0.3981457	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
35309_at	0.00367	0.000997	-3.4611175	-1.236792	-0.65921555	ST14	suppression of tumorigenicity 14	ST14	suppression of tumorigenicity 14
38146_at	0.000234	3.23e-05	4.4956403	2.0036	1.7466694	ST18	ST18, C2H2C-type zinc finger	ST18	ST18, C2H2C-type zinc finger
33739_at	0.0845	0.0479	2.0199486	-4.722502	0.68557476	ST20	suppressor of tumorigenicity 20	ST20	suppressor of tumorigenicity 20
39064_at	0.927	0.906	-0.1183974	-6.691206	-0.02024889	ST20-MTHFS///MTHFS	ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	ST20-MTHFS///MTHFS	ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
33738_r_at	0.108	0.0648	1.8812696	-4.977006	0.28192445	ST20-MTHFS///ST20///MTHFS	ST20-MTHFS readthrough///suppressor of tumorigenicity 20///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	ST20-MTHFS///ST20///MTHFS	ST20-MTHFS readthrough///suppressor of tumorigenicity 20///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)
40291_r_at	0.000469	7.64e-05	4.2475412	1.183773	0.57576743	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
40006_at	0.00484	0.0014	3.3504604	-1.55217	0.47699722	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
36916_at	0.0287	0.0126	2.5709407	-3.560818	0.49416285	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
34256_at	0.386	0.305	-1.0353594	-6.166237	-0.26351287	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
39298_at	0.896	0.868	0.1671066	-6.684245	0.03589146	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
37746_r_at	0.0194	0.00777	2.7544354	-3.124017	0.43579795	ST5	suppression of tumorigenicity 5	ST5	suppression of tumorigenicity 5
41352_at	0.107	0.0637	1.8890603	-4.963132	0.76095375	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
34693_at	0.00151	0.000327	-3.8128661	-0.190768	-0.71844336	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
34779_at	0.186	0.125	1.5573692	-5.507949	0.19133961	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
40678_at	0.534	0.453	0.7561587	-6.413279	0.22097659	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
35100_at	0.548	0.467	0.7327354	-6.430581	0.26625509	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
33649_at	0.0301	0.0134	2.5485613	-3.612458	0.91639576	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
32942_at	0.00916	0.00313	3.0793203	-2.294825	0.98750557	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
38487_at	0.736	0.676	-0.4205054	-6.609811	-0.10373467	STAB1	stabilin 1	STAB1	stabilin 1
40024_at	0.000575	9.84e-05	4.1734017	0.943505	0.89472699	STAC	SH3 and cysteine rich domain	STAC	SH3 and cysteine rich domain
39246_at	0.701	0.636	0.4760545	-6.584956	0.06152656	STAG1	stromal antigen 1	STAG1	stromal antigen 1
34709_r_at	0.113	0.0682	1.8568244	-5.020209	0.36376115	STAG2	stromal antigen 2	STAG2	stromal antigen 2
160_at	0.0313	0.0141	-2.5289521	-3.657408	-0.40428817	STAM	signal transducing adaptor molecule	STAM	signal transducing adaptor molecule
38525_at	1.6e-07	3.35e-09	-6.9252366	10.856458	-1.78386662	STAM2	signal transducing adaptor molecule 2	STAM2	signal transducing adaptor molecule 2
39391_at	0.204	0.139	-1.4982358	-5.594991	-0.29535991	STAMBP	STAM binding protein	STAMBP	STAM binding protein
34343_at	0.0236	0.00988	2.6650214	-3.339815	0.84064814	STAR	steroidogenic acute regulatory protein	STAR	steroidogenic acute regulatory protein
31790_at	0.296	0.221	1.2377431	-5.940834	0.31786521	STARD13	StAR related lipid transfer domain containing 13	STARD13	StAR related lipid transfer domain containing 13
37355_at	0.821	0.777	0.2842077	-6.657804	0.03991787	STARD3	StAR related lipid transfer domain containing 3	STARD3	StAR related lipid transfer domain containing 3
40598_at	0.0124	0.00452	-2.9502427	-2.632505	-0.57935721	STARD5	StAR related lipid transfer domain containing 5	STARD5	StAR related lipid transfer domain containing 5
41295_at	0.605	0.528	0.6352251	-6.49685	0.10664408	STARD7	StAR related lipid transfer domain containing 7	STARD7	StAR related lipid transfer domain containing 7
34034_at	0.0902	0.0518	1.9840004	-4.789997	0.54184538	STARD8	StAR related lipid transfer domain containing 8	STARD8	StAR related lipid transfer domain containing 8
33338_at	7.29e-09	5.49e-11	-7.9711718	14.851757	-2.51907408	STAT1	signal transducer and activator of transcription 1	STAT1	signal transducer and activator of transcription 1
36770_at	6.34e-05	6.6e-06	-4.9394504	3.524127	-1.30080256	STAT2	signal transducer and activator of transcription 2	STAT2	signal transducer and activator of transcription 2
289_at	0.018	0.00707	-2.7891558	-3.038737	-0.59324202	STAT3	signal transducer and activator of transcription 3	STAT3	signal transducer and activator of transcription 3
906_at	0.854	0.817	0.2321131	-6.671258	0.04854401	STAT4	signal transducer and activator of transcription 4	STAT4	signal transducer and activator of transcription 4
506_s_at	0.219	0.152	1.4522052	-5.660582	0.31263768	STAT5A	signal transducer and activator of transcription 5A	STAT5A	signal transducer and activator of transcription 5A
472_at	0.00395	0.00109	3.4315798	-1.321645	0.78753167	STAT5B	signal transducer and activator of transcription 5B	STAT5B	signal transducer and activator of transcription 5B
41222_at	0.0545	0.0277	-2.25639	-4.252659	-0.40797418	STAT6	signal transducer and activator of transcription 6	STAT6	signal transducer and activator of transcription 6
39680_at	2.83e-06	1.4e-07	5.9654961	7.237006	3.92486212	STATH	statherin	STATH	statherin
41823_at	0.000805	0.000148	-4.0515007	0.553486	-0.69620935	STAU1	staufen double-stranded RNA binding protein 1	STAU1	staufen double-stranded RNA binding protein 1
38341_at	0.947	0.932	0.0855436	-6.694561	0.01795095	STAU2	staufen double-stranded RNA binding protein 2	STAU2	staufen double-stranded RNA binding protein 2
41354_at	0.37	0.289	-1.069073	-6.131363	-0.29803861	STC1	stanniocalcin 1	STC1	stanniocalcin 1
32043_at	0.357	0.277	-1.0965755	-6.102118	-0.29316706	STC2	stanniocalcin 2	STC2	stanniocalcin 2
40297_at	0.00505	0.00148	-3.3315641	-1.605333	-0.84286601	STEAP1	six transmembrane epithelial antigen of the prostate 1	STEAP1	six transmembrane epithelial antigen of the prostate 1
32767_at	0.00185	0.00042	-3.7349121	-0.428039	-0.81469004	STIL	SCL/TAL1 interrupting locus	STIL	SCL/TAL1 interrupting locus
36900_at	0.00485	0.0014	3.3496365	-1.554492	0.42689733	STIM1	stromal interaction molecule 1	STIM1	stromal interaction molecule 1
207_at	0.00153	0.00033	-3.8096053	-0.200753	-0.56025953	STIP1	stress induced phosphoprotein 1	STIP1	stress induced phosphoprotein 1
40420_at	0.313	0.236	-1.197049	-5.989236	-0.20465286	STK10	serine/threonine kinase 10	STK10	serine/threonine kinase 10
41657_at	0.0361	0.0167	2.4631195	-3.806264	0.259295	STK11	serine/threonine kinase 11	STK11	serine/threonine kinase 11
31868_at	0.0597	0.031	-2.2091302	-4.35011	-0.58591397	STK16	serine/threonine kinase 16	STK16	serine/threonine kinase 16
38823_s_at	1.12e-06	4.43e-08	-6.2643398	8.354007	-2.13575629	STK17A	serine/threonine kinase 17a	STK17A	serine/threonine kinase 17a
37524_at	0.00124	0.000254	-3.8892216	0.04449	-1.41893441	STK17B	serine/threonine kinase 17b	STK17B	serine/threonine kinase 17b
36019_at	0.601	0.523	0.6424369	-6.492268	0.07693461	STK19	serine/threonine kinase 19	STK19	serine/threonine kinase 19
40473_at	0.0041	0.00114	-3.4170006	-1.363349	-0.59943426	STK24	serine/threonine kinase 24	STK24	serine/threonine kinase 24
40104_at	0.767	0.713	0.3696415	-6.629883	0.07863883	STK25	serine/threonine kinase 25	STK25	serine/threonine kinase 25
32142_at	2.26e-08	2.61e-10	-7.5748113	13.337247	-1.48862998	STK3	serine/threonine kinase 3	STK3	serine/threonine kinase 3
31757_at	0.00458	0.00131	3.3714521	-1.492872	0.74310215	STK35	serine/threonine kinase 35	STK35	serine/threonine kinase 35
36218_g_at	0.132	0.0822	1.7673991	-5.173952	0.23494523	STK38	serine/threonine kinase 38	STK38	serine/threonine kinase 38
32182_at	0.00805	0.00266	3.1355852	-2.144356	0.68846983	STK38L	serine/threonine kinase 38 like	STK38L	serine/threonine kinase 38 like
40967_at	0.327	0.249	1.1632461	-6.028269	0.34874502	STK39	serine/threonine kinase 39	STK39	serine/threonine kinase 39
36294_at	0.802	0.755	0.3137606	-6.648968	0.09382276	STK4	serine/threonine kinase 4	STK4	serine/threonine kinase 4
1782_s_at	0.0655	0.0349	-2.1582493	-4.453071	-0.39677476	STMN1	stathmin 1	STMN1	stathmin 1
38800_at	0.00935	0.0032	3.071194	-2.316395	0.89291339	STMN2	stathmin 2	STMN2	stathmin 2
40419_at	0.0617	0.0324	-2.1907123	-4.387616	-0.34070676	STOM	stomatin	STOM	stomatin
33736_at	0.224	0.156	1.4354364	-5.684004	0.18600799	STOML1	stomatin like 1	STOML1	stomatin like 1
34380_at	0.145	0.0922	-1.7111401	-5.267175	-0.25255339	STOML2	stomatin like 2	STOML2	stomatin like 2
34675_at	0.5	0.418	-0.816382	-6.366347	-0.26865719	STON1	stonin 1	STON1	stonin 1
35710_s_at	0.000135	1.65e-05	-4.6856542	2.646711	-0.61957648	STRA13	stimulated by retinoic acid 13	STRA13	stimulated by retinoic acid 13
34402_at	0.516	0.434	-0.7872497	-6.38949	-0.09905481	STRAP	serine/threonine kinase receptor associated protein	STRAP	serine/threonine kinase receptor associated protein
31736_at	0.976	0.969	0.0387598	-6.697473	0.00714153	STRN	striatin	STRN	striatin
40901_at	0.0929	0.0536	-1.9684656	-4.818837	-0.28519809	STRN3	striatin 3	STRN3	striatin 3
38034_at	0.125	0.0772	1.7980873	-5.121957	0.4401747	STS	steroid sulfatase (microsomal), isozyme S	STS	steroid sulfatase (microsomal), isozyme S
37991_at	0.0601	0.0313	-2.204739	-4.359076	-0.37142334	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
36745_at	0.0192	0.00767	2.7592318	-3.112285	0.7184561	STUM	stum, mechanosensory transduction mediator homolog	STUM	stum, mechanosensory transduction mediator homolog
36011_at	0.0566	0.029	-2.2369304	-4.292996	-0.32084502	STX10	syntaxin 10	STX10	syntaxin 10
39858_s_at	0.0543	0.0276	-2.2578324	-4.249657	-0.51993794	STX11	syntaxin 11	STX11	syntaxin 11
38685_at	0.417	0.335	-0.9719759	-6.228881	-0.12413796	STX12	syntaxin 12	STX12	syntaxin 12
40884_g_at	0.195	0.132	1.526309	-5.554057	0.49539605	STX16	syntaxin 16	STX16	syntaxin 16
37184_at	0.473	0.391	0.8648907	-6.32599	0.21718785	STX1A	syntaxin 1A	STX1A	syntaxin 1A
34052_at	0.0349	0.0161	-2.4776968	-3.773577	-0.73779345	STX2	syntaxin 2	STX2	syntaxin 2
38381_at	0.000606	0.000105	-4.1545113	0.88265	-0.57035841	STX3	syntaxin 3	STX3	syntaxin 3
37911_at	0.0148	0.00558	-2.8753109	-2.823609	-0.330329	STX4	syntaxin 4	STX4	syntaxin 4
40068_at	0.000547	9.25e-05	-4.1915654	1.002159	-0.98213424	STX5	syntaxin 5	STX5	syntaxin 5
33079_at	0.0121	0.00438	-2.961653	-2.603084	-0.84759715	STX6	syntaxin 6	STX6	syntaxin 6
38774_at	0.2	0.136	1.5095238	-5.578616	0.24102042	STX7	syntaxin 7	STX7	syntaxin 7
37510_at	0.000365	5.57e-05	4.3393687	1.484445	0.49698977	STX8	syntaxin 8	STX8	syntaxin 8
33942_s_at	0.395	0.313	-1.0178944	-6.18388	-0.16951214	STXBP1	syntaxin binding protein 1	STXBP1	syntaxin binding protein 1
38259_at	0.0477	0.0235	-2.3247348	-4.108671	-0.65800794	STXBP2	syntaxin binding protein 2	STXBP2	syntaxin binding protein 2
37962_r_at	0.615	0.538	-0.619113	-6.506904	-0.07708012	STXBP3	syntaxin binding protein 3	STXBP3	syntaxin binding protein 3
34130_at	0.00185	0.000419	3.735878	-0.425117	1.00628901	STXBP5L	syntaxin binding protein 5 like	STXBP5L	syntaxin binding protein 5 like
36171_at	2.51e-08	2.96e-10	-7.5427094	13.214508	-1.44633453	SUB1	SUB1 homolog, transcriptional regulator	SUB1	SUB1 homolog, transcriptional regulator
40893_at	0.000145	1.8e-05	4.6607692	2.561783	0.99803188	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	SUCLA2	succinate-CoA ligase ADP-forming beta subunit
39252_at	3e-05	2.63e-06	5.1897019	4.407601	1.45595882	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
38712_at	0.258	0.186	-1.3385146	-5.814386	-0.24574993	SUCO	SUN domain containing ossification factor	SUCO	SUN domain containing ossification factor
31839_at	0.69	0.623	-0.4946632	-6.575946	-0.06149436	SUGP1	SURP and G-patch domain containing 1	SUGP1	SURP and G-patch domain containing 1
32223_at	0.0701	0.038	2.121434	-4.526292	0.24968691	SUGP2	SURP and G-patch domain containing 2	SUGP2	SURP and G-patch domain containing 2
35832_at	0.00665	0.00209	-3.2173936	-1.922127	-1.47748721	SULF1	sulfatase 1	SULF1	sulfatase 1
31804_f_at	0.41	0.328	0.9872147	-6.214169	0.17678376	SULT1A1	sulfotransferase family 1A member 1	SULT1A1	sulfotransferase family 1A member 1
31744_at	0.627	0.551	0.6002884	-6.518326	0.18576076	SULT1B1	sulfotransferase family 1B member 1	SULT1B1	sulfotransferase family 1B member 1
35716_at	0.0151	0.00574	2.8652331	-2.84903	1.17008348	SULT1C2	sulfotransferase family 1C member 2	SULT1C2	sulfotransferase family 1C member 2
523_s_at	0.11	0.0657	1.8750797	-4.987993	0.45373955	SULT2A1	sulfotransferase family 2A member 1	SULT2A1	sulfotransferase family 2A member 1
41034_s_at	0.798	0.75	-0.3201636	-6.646939	-0.08157219	SULT2B1	sulfotransferase family 2B member 1	SULT2B1	sulfotransferase family 2B member 1
33712_at	0.00564	0.0017	3.2867113	-1.730698	0.76621332	SULT4A1	sulfotransferase family 4A member 1	SULT4A1	sulfotransferase family 4A member 1
457_s_at	0.00585	0.00178	-3.2714224	-1.773163	-0.50285967	SUMO1	small ubiquitin-like modifier 1	SUMO1	small ubiquitin-like modifier 1
41186_at	0.00419	0.00118	3.4067713	-1.392539	0.79706335	SUMO2	small ubiquitin-like modifier 2	SUMO2	small ubiquitin-like modifier 2
38738_at	0.0228	0.00946	-2.6811185	-3.301376	-0.31699588	SUMO3	small ubiquitin-like modifier 3	SUMO3	small ubiquitin-like modifier 3
32478_f_at	0.877	0.845	-0.1967011	-6.678856	-0.0252198	SUMO4	small ubiquitin-like modifier 4	SUMO4	small ubiquitin-like modifier 4
36588_at	0.0441	0.0213	2.3640389	-4.024247	0.32365668	SUN1	Sad1 and UNC84 domain containing 1	SUN1	Sad1 and UNC84 domain containing 1
35336_at	0.0044	0.00125	3.3877921	-1.446542	0.37477226	SUN2	Sad1 and UNC84 domain containing 2	SUN2	Sad1 and UNC84 domain containing 2
32122_at	0.000121	1.46e-05	4.7197028	2.763244	0.69510044	SUOX	sulfite oxidase	SUOX	sulfite oxidase
34211_at	0.189	0.127	1.5457513	-5.525296	0.35638222	SUPT20H	SPT20 homolog, SAGA complex component	SUPT20H	SPT20 homolog, SAGA complex component
33205_at	0.0153	0.00582	2.8600054	-2.862189	0.5166195	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
508_at	0.0205	0.0083	2.7302358	-3.182968	0.20832616	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit
35826_at	0.239	0.169	-1.3919016	-5.743624	-0.14993718	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	SUPT5H	SPT5 homolog, DSIF elongation factor subunit
41659_at	0.453	0.369	0.9044437	-6.291404	0.1616318	SUPT6H	SPT6 homolog, histone chaperone	SUPT6H	SPT6 homolog, histone chaperone
35370_at	0.0319	0.0144	2.5208916	-3.675804	0.68358904	SUPT7L	SPT7-like STAGA complex gamma subunit	SUPT7L	SPT7-like STAGA complex gamma subunit
