Updated.gene.symbol	logFC	P.Value
THAP2	1.0915459	6.07e-05
ORMDL1	1.0912134	7.86e-25
TCEAL7	1.0912041	6.87e-07
SLC7A7	1.0908877	1.09e-08
ANKRD6	1.0907518	3.59e-08
CAST	1.0905162	1.59e-13
ACCS	1.0904822	1.12e-14
TNFSF10	1.0904632	2.73e-06
NPTN-IT1	1.0895822	2.55e-13
UST	1.0886498	6.83e-05
NDN	1.0884509	6.53e-10
UBL3	1.088147	8.33e-13
STK4	1.0877074	1.61e-12
ARHGAP28	1.0873138	1.79e-05
CFAP221	1.0869444	1.97e-06
SLFN11	1.0858728	8.94e-08
CRIPAK	1.0858499	1.13e-09
ANKDD1A	1.0855161	4.49e-11
LEFTY2	1.0854463	6.2e-21
DMAC1	1.0848144	4.65e-15
MICAL1	1.0846403	2.68e-24
PTN	1.0844348	0.00825
HCK	1.0838302	3.49e-08
MAFF	1.0834894	6.72e-08
TNFRSF19	1.0821897	0.000158
RIN2	1.082013	2.09e-15
LRRC49	1.0816902	2e-11
DCN	1.0811718	1.38e-07
CCDC146	1.0801859	1.29e-09
ARL13B	1.079052	3.49e-14
ACSL1	1.0785182	5.69e-09
SZT2	1.0782971	6.83e-25
ATP2C2	1.0781761	2.8e-05
SAP30L	1.076932	4.77e-16
CREBRF	1.0767853	2.2e-10
IRF1	1.0765682	3.1e-09
NRXN3	1.0759478	2.69e-08
CLEC10A	1.0747653	9.22e-08
KANK4	1.0746078	0.000625
RADIL	1.0742039	5.01e-20
RAF1	1.0726712	9.57e-19
OLFML2A	1.0720253	1.06e-09
CD53	1.071133	9.58e-15
MID1IP1	1.0704492	1.35e-10
BNIPL	1.0703516	3.64e-06
KLF11	1.0701706	1.6e-18
LURAP1L	1.0696102	1.65e-10
TMED10	1.0692812	2.67e-12
MIR570HG	1.0686256	1.18e-07
GVINP1	1.0683816	6.01e-11
GALNT17	1.0681998	2.17e-21
TRIM52	1.0673869	7.41e-15
APOD	1.0672296	0.00165
SH3BGRL2	1.0671305	0.000118
DZIP1	1.0668082	8.43e-06
MBNL2	1.0658175	1.7e-07
CSNK1A1	1.0651288	2.98e-10
CYBB	1.0650644	0.000119
BMP5	1.0650062	6.61e-05
DIRAS3	1.0649963	0.00479
SGCD	1.0642003	2.83e-05
MFAP3L	1.0638447	3.59e-05
C1QA	1.0635022	6.83e-06
SRGAP2B	1.0628821	1.89e-17
RHOBTB2	1.0625064	6.06e-06
PARM1	1.0624944	0.00367
ZNF44	1.0620013	2.15e-15
ADGRL3	1.0608345	4.46e-08
ATXN3	1.0607212	1.32e-14
CHPT1	1.0605006	1.64e-07
MUCL3	1.0603933	4.28e-11
PALD1	1.0602839	2.93e-10
ATXN7L1	1.0602681	1.25e-10
GMFG	1.0584962	7.45e-11
EPG5	1.0584731	2.14e-09
SERINC1	1.0583623	1.18e-22
TSLP	1.058097	0.000212
SYBU	1.0579887	0.00224
PTH1R	1.0576727	1.33e-25
TMEM35A	1.0573804	0.000974
FAR1	1.0565634	1.24e-11
PIGA	1.0553239	4.39e-08
ECM2	1.0551917	7.67e-05
AFDN	1.0550742	1.21e-11
EOGT	1.0548068	4.05e-11
STARD4	1.0545598	1.33e-08
ZMYM6	1.0545299	2.26e-18
HACD4	1.0545064	7.25e-09
STK10	1.0544932	1.21e-22
TBCEL	1.0539057	4.12e-14
CYCS	1.0529377	7.99e-15
TFRC	1.0526724	7.62e-05
PENK	1.0520317	0.00747
IFNGR1	1.0516765	7.67e-11
YPEL1	1.0514651	2.42e-06
PROK2	1.0511424	4.65e-05
TCF4	1.0506797	1.87e-12
ARHGAP26	1.0505481	1.01e-06
NCKAP1L	1.0504465	1.99e-12
OTULINL	1.0500426	1.83e-07
ADGRG2	1.0499777	0.000927
ITGB2	1.0496277	1.83e-06
TGFB1I1	1.0494826	8.19e-08
MEF2A	1.0486417	3.55e-19
SNRPA1	1.0485434	5.31e-09
NCAM1	1.04764	5.71e-13
HLA-DPA1	1.0475743	5.35e-05
GABRE	1.0475695	9.36e-07
EPB41L4A-DT	1.0472401	5.11e-17
PLK3	1.046643	1.57e-14
HLA-DOA	1.0461228	1.72e-06
ZBTB46	1.045815	1.18e-11
ARHGAP24	1.0454407	2.49e-20
PRRG1	1.0453514	1.61e-09
PLN	1.0444907	0.000197
MKNK2	1.0441807	2.13e-11
MAN1C1	1.0439597	1.17e-09
PRKCA	1.0422794	6.32e-05
ZNF608	1.0420644	8.21e-06
RFTN1	1.0417045	1.28e-07
TLE2	1.0401992	5.37e-09
RUFY3	1.0398633	7.36e-07
NECTIN3	1.0394379	6.88e-05
NOS1	1.0394033	0.00272
SBF2	1.0388253	1.46e-14
DENND4C	1.0374974	1.82e-12
SRSF3	1.037453	6.45e-11
MEGF9	1.0366804	2.76e-06
WDR1	1.0350472	2.3e-14
TTC21A	1.035027	2.88e-20
SLCO3A1	1.0344708	1.59e-08
HTT	1.032989	1.8e-21
TTC7B	1.0328904	1.44e-13
RALGDS	1.0320187	4.88e-19
ERV3-2	1.031889	2.61e-07
ARHGEF40	1.031352	1.8e-16
SPRY4	1.0300992	1.06e-06
PBX1	1.0300313	3.65e-07
AMIGO1	1.0300008	4.36e-15
MEIS2	1.0291912	2.36e-07
SRSF11	1.0289794	9.37e-09
COL14A1	1.0285764	0.00638
CARD8	1.0278657	1.3e-09
PCSK5	1.0278178	6.75e-05
C10orf67	1.0267895	4.58e-11
RFLNB	1.0265799	1.44e-09
LAMTOR3	1.025728	1.85e-13
CCN3	1.0252617	1.02e-05
TRAPPC10	1.0239861	6.66e-14
ATXN7	1.0236518	8.04e-19
TM9SF3	1.0231452	1.53e-12
PCYOX1	1.0231047	3.77e-15
ARMH1	1.023088	3.1e-18
SLC31A2	1.0228556	6.69e-10
KIT	1.022842	0.00391
SEC31B	1.0227874	1.57e-23
P2RX1	1.0226715	9.13e-21
SPRY2	1.0225465	1.26e-06
PAFAH1B1	1.0224205	4.99e-22
MAP3K3	1.0215911	1.76e-23
KLF15	1.0214584	7.57e-09
TLCD2	1.0212261	7.1e-08
GANC	1.0208155	4.57e-17
SAMD9L	1.0203234	4.55e-10
ZCCHC24	1.0203077	1.08e-06
SMAD4	1.0201159	2.93e-10
RMDN2	1.0191472	2.41e-06
MICALCL	1.0187263	7.34e-12
FNBP1	1.0175264	8.71e-15
MAN2A2	1.0165804	2.97e-14
LILRB2	1.0159488	2.43e-06
SLC44A1	1.0157387	4.24e-13
SIRPA	1.0146177	2.95e-10
OASL	1.0145813	1.18e-06
NKD2	1.0140054	8.26e-11
USP47	1.0137459	1.42e-17
SEPTIN11	1.0137275	2.73e-06
FGF7P3	1.0134713	9.2e-11
ATP2B4	1.0121318	3.51e-16
PRDM6	1.0111435	1.96e-09
RETREG1	1.0110384	4.59e-06
PCF11	1.0110028	1.68e-17
PRDM2	1.010814	1.43e-14
MITF	1.0106128	2.83e-09
MTMR10	1.0104431	7.94e-16
ODAD1	1.0102959	8.68e-09
C1QB	1.0101509	1.2e-05
PMP22	1.0095679	1.25e-07
TRPC1	1.0093773	1.23e-06
AQP9	1.0083336	4.21e-05
SPON1	1.0074188	0.00381
AMT	1.0070808	9.81e-16
DDR2	1.006788	2.21e-06
ELAVL1	1.0066328	6.19e-11
IFI44	1.006426	1.03e-05
MID2	1.0062198	6.79e-15
ZHX3	1.0056003	5.55e-17
IL18RAP	1.0051189	2.02e-10
PRPF40A	1.0049624	2.23e-14
GNAI2	1.0043212	2.83e-18
HMBOX1	1.0035262	6.91e-09
FBXO15	1.0024944	4.16e-08
CTSO	1.001741	2.87e-08
MYO1G	1.0010403	1.48e-05
LRCH3	1.0007832	2.12e-10
ILF3-DT	1.0004153	2.2e-11
PRKCD	1.0002244	2.66e-15
TIMP2	0.9997633	1.21e-07
CH25H	0.9992345	0.00734
ACSS2	0.9992269	3.65e-22
MTERF2	0.999008	7.09e-12
OPTN	0.9989907	3.44e-12
NPR2	0.9985336	4.87e-18
DAW1	0.9981029	2.99e-06
ACKR3	0.9976256	3.92e-07
PIK3R5	0.997602	2.92e-13
ARAP1	0.9973041	4e-21
PLAAT3	0.9972374	3.56e-05
IL6ST	0.996028	1.35e-11
ITGAM	0.9959151	1.79e-05
WARS1	0.9958736	4.24e-07
ARHGAP25	0.9952417	1.08e-10
WDR19	0.9951851	9.41e-13
SHISA3	0.9945199	0.00572
TRIP10	0.9935938	1.61e-15
CARINH	0.9933671	1.46e-15
MLPH	0.9928714	0.0021
GJA5	0.9925453	2.8e-05
RMST	0.992333	2.98e-09
EPM2AIP1	0.9919615	1.28e-17
MYO1B	0.991306	2.89e-13
FGD3	0.9910388	5.69e-10
SH3TC1	0.9905605	9.88e-09
MTMR9LP	0.9901715	2.13e-17
AADAC	0.9898181	0.000247
GSN	0.9892681	1.37e-16
SLC35A1	0.9887047	5.21e-11
CTIF	0.9881594	5.53e-18
EVL	0.9877615	2.38e-18
TSPAN18	0.9865395	1.39e-16
SYTL4	0.9860307	8.9e-06
FRYL	0.9859262	7.06e-15
LPXN	0.9858913	1.06e-07
ZNF207	0.9857104	7.22e-14
CLN8	0.9851448	2.71e-06
NDFIP2	0.984873	1.21e-12
SPX	0.9845084	0.00315
C3	0.9836903	9.96e-05
LST1	0.9835057	4.57e-08
CNTN4	0.9832356	0.000594
SNX30	0.9830983	2.67e-07
NINJ2	0.9830459	4.22e-06
EVA1A	0.9824858	3.47e-05
FNIP2	0.9821813	7.51e-09
RHEX	0.981258	1.72e-13
SMARCD3	0.9809391	3.68e-07
SKI	0.9805349	3.9e-18
ARID4A	0.9804415	6.08e-12
CDON	0.9799454	5.21e-06
RPS23	0.9797004	1.04e-05
ENPP2	0.9795315	4.53e-05
RNF166	0.9795234	1.14e-22
SNTB2	0.9794815	1.77e-10
CD40	0.9792979	3.01e-14
SORBS3	0.9791954	7.35e-17
MKLN1	0.9788964	7.4e-11
RIIAD1	0.9788822	3.52e-10
ATP1B2	0.9776355	8.41e-34
SPRYD7	0.9767182	2.25e-14
PLA2G5	0.9752125	4.01e-06
MRGPRF	0.9750397	2.27e-06
CCND2	0.974176	1.43e-07
EEF1A1	0.9739226	2.11e-07
FOXN3	0.9739017	9.36e-14
ANXA1	0.9736682	1.14e-05
DLL1	0.9736006	0.000358
MUC1	0.9731364	0.00111
JDP2	0.9726152	9.72e-11
GRK3	0.9722529	3.16e-08
ZNF266	0.9718842	1.25e-11
ARHGAP5	0.9711205	9.15e-07
MYOZ1	0.9697139	2.13e-23
WWC3	0.9694919	6.08e-15
ANPEP	0.9679767	0.00286
HLA-F	0.9672236	8.77e-11
TMEM64	0.9662643	3.08e-10
CD4	0.9661889	6.19e-08
IL1A	0.9660301	0.00325
WDR91	0.9652001	1.97e-13
LYST	0.9643553	1.08e-12
SGK1	0.9642539	1.68e-05
GORASP1	0.9637207	7.67e-30
MINK1	0.9626243	2.22e-08
GPSM1	0.9623538	2.99e-12
STAM2	0.9621447	8.44e-13
STX2	0.9611059	3.14e-14
TUBGCP6	0.9610637	3.92e-16
MALAT1	0.9607885	1.6e-07
RBM17	0.960654	6.02e-12
TMEM50B	0.960325	4.32e-17
APBB2	0.9602236	5.23e-09
NXPE3	0.9598629	1.37e-10
SUPT7L	0.9596542	2.58e-15
ACSL5	0.9586022	0.000549
SASH3	0.9582377	1.34e-06
IL17D	0.9574683	7.13e-08
SIK2	0.956949	5.13e-16
TGFBR1	0.9566826	7.03e-07
IGIP	0.956641	6.62e-12
PTPRN2	0.9547063	2.88e-10
OR2A20P	0.9542853	1.05e-10
SRSF5	0.9540141	1.55e-15
DUSP6	0.9530036	0.000207
PDCD6-AHRR	0.952847	1.09e-06
ADCY7	0.9521405	1.43e-05
TMEM164	0.9519975	7.94e-13
STAT6	0.9511505	3.86e-15
CDS2	0.9506425	3.23e-15
MECOM	0.9506182	0.000563
RND1	0.9503139	0.000786
HACD1	0.9494881	0.00443
IL1B	0.9488585	2.5e-05
ITK	0.9485819	9.31e-06
LMO4	0.9484655	3.62e-10
IKBKB	0.9482449	8.43e-09
CD101	0.9478944	7.98e-13
OGG1	0.9470623	9.16e-20
GALNT12	0.946754	0.000717
ZNF682	0.946753	1.04e-08
SPG7	0.9466727	4.47e-14
ANO1	0.9466172	0.000629
NAP1L2	0.9464933	0.000101
SGMS2	0.9457658	8.88e-05
TPR	0.9455366	2.38e-09
TBC1D2B	0.9455007	4.2e-15
LYZ	0.9454185	0.000182
RASSF8	0.9447916	0.000649
POLI	0.9435256	3.16e-10
STRBP	0.943469	4.6e-08
FAM13B	0.9430844	1.08e-10
CRBN	0.9425068	3.03e-19
FLNA	0.9423795	5.33e-08
ARHGEF28	0.9423312	4.94e-07
GPAT3	0.9421669	5.85e-06
MAP6	0.9417316	4.96e-16
CXCL16	0.9413554	2.26e-07
ZNF177	0.9410346	1.53e-10
F10	0.9400802	8.99e-20
EIF4EBP2	0.9399329	1.03e-12
HCFC2	0.939272	7.2e-10
PPP2R5A	0.938926	3.76e-15
IFFO1	0.9388833	8.59e-09
EPOR	0.9387325	2.78e-09
WDR38	0.9383852	7.13e-09
EDNRA	0.9383069	0.00317
RNASE1	0.9379012	2.94e-05
HS3ST2	0.9379004	4.7e-06
FUT1	0.9372258	4.9e-11
NKG7	0.9371521	8.52e-05
ZMYND15	0.9361173	9.7e-16
ST3GAL6	0.9357821	2.84e-09
IL3RA	0.9353439	5.27e-15
ZAP70	0.9351576	7.34e-10
LRRFIP2	0.93502	1.28e-14
JUNB	0.9347556	1.88e-07
GNG2	0.9338597	1.84e-06
DNAAF1	0.9336226	7.66e-05
PDE4B	0.9334716	3.42e-07
BCL2L2	0.9334069	3.65e-18
TBC1D15	0.93336	2.69e-19
JAK2	0.9330076	5.76e-12
TBXA2R	0.9322741	8.97e-19
CENATAC	0.9322586	2.53e-11
PTPN1	0.931596	5.03e-16
CARMN	0.931378	4.43e-09
PPP6C	0.9309977	1.94e-17
PHACTR1	0.9305138	5.23e-10
TANC1	0.9300741	3.57e-09
CMKLR1	0.9296031	3.54e-08
REV1	0.9294116	6.61e-11
CCDC191	0.9285646	5.18e-14
DOT1L	0.9282081	6.59e-15
RGS18	0.9277751	2.96e-06
TUBB6	0.9276946	2.14e-06
MPHOSPH8	0.9267432	5.63e-15
RGS2	0.9266646	8.03e-05
TRA2A	0.9266503	4e-07
TRIM25	0.9264886	3.82e-13
AGPAT4	0.9263744	1.45e-10
USP54	0.92632	1.61e-09
RMDN3	0.9260528	6.1e-21
THSD7A	0.9260385	0.000117
ARHGEF37	0.9258774	1.16e-08
PDS5B	0.9253805	1.19e-11
DYNC2H1	0.9251625	5.09e-09
JAZF1	0.9250521	8.14e-12
MECP2	0.9248543	7.86e-21
LAIR1	0.9248063	4.85e-07
GNL1	0.9241873	3.31e-11
VAMP3	0.9238858	2.32e-12
ZNF254	0.9233577	8.44e-09
IER2	0.9232238	1.19e-10
PLBD1	0.922608	0.000161
HUWE1	0.9221939	6.59e-19
RAB11FIP3	0.9218435	1.86e-06
LATS2	0.9210981	8.63e-10
PSIP1	0.9205389	7.28e-09
MAN2C1	0.9196402	3.21e-17
ADAMTSL2	0.9188433	6.02e-13
TLE4	0.9181953	6.32e-06
ID3	0.9181202	2.08e-05
HLA-DPB1	0.9172852	7.94e-06
EPDR1	0.9166727	0.00162
PIK3IP1	0.9165166	3.79e-12
ARHGAP9	0.9164996	7.12e-09
ITPRIP	0.9164081	9.37e-10
LRP1	0.9163755	8.35e-09
LONRF3	0.9147898	1.2e-08
LTA4H	0.9136642	3.33e-09
VASH1	0.9128279	3.18e-13
CYB5R3	0.9124646	1.55e-13
NAV3	0.9122768	4.21e-06
LIMD1	0.9112871	4.26e-07
RSPO4	0.9112396	1.72e-12
ANKRD40	0.9110893	3.42e-24
CAMK2D	0.9103029	5.52e-08
LRCH1	0.9100843	1.17e-14
NCEH1	0.9100208	4.77e-06
CRTAP	0.9095477	2.11e-13
TNFRSF10D	0.9094015	4.67e-05
ABI2	0.9091087	1.58e-09
TTBK2	0.9082516	2.35e-14
ARHGEF2	0.9079089	6.1e-16
MACROH2A1	0.9077956	6.32e-11
TRAK1	0.9074107	9.65e-11
KPNA5	0.907154	8.46e-09
BAIAP2	0.9071476	3.75e-13
RBM43	0.9063879	6.84e-10
GPCPD1	0.9063424	4.83e-08
APH1B	0.9062917	9.99e-17
DHRS9	0.9062823	0.000355
KANK1	0.9062536	8.85e-11
PILRB	0.9061632	4.08e-12
EPS15	0.9058756	1.15e-18
ARMCX1	0.9054657	7.17e-09
RGS22	0.9054391	1.4e-13
KLC1	0.9050847	5.41e-20
IQGAP2	0.9050514	2.61e-08
RGL1	0.9045332	4.29e-07
EEF2K	0.9043165	9.26e-13
C8orf34	0.9040491	1.72e-06
ERCC6L2	0.903876	8.53e-11
SPRY1	0.9038541	1.21e-06
DDHD1	0.9029129	5.43e-12
IL16	0.9023438	2.66e-08
SH3KBP1	0.9018841	1.41e-08
LOC101928433	0.9018313	1.63e-08
ADA2	0.9013267	5.51e-06
TMEM255B	0.9013199	3.23e-16
SERTAD1	0.9004355	8.02e-09
ACSM5	0.9002596	2.86e-20
ARRB2	0.9001558	3.36e-15
FMNL3	0.9001435	9.82e-13
LSS	0.8997248	3.23e-13
CREBBP	0.899604	5.65e-20
PLIN5	0.8995442	6.4e-12
CACNA1C	0.8993409	1.7e-13
GTDC1	0.8990922	6.48e-19
PTGIS	0.8990436	0.000637
ZBTB4	0.8988323	9.93e-14
DNAJC18	0.8985173	6.75e-20
NFATC3	0.897492	7.51e-13
ITSN2	0.8970292	7.98e-15
PAPOLA	0.8969922	1.89e-07
TRAK2	0.8962869	1.49e-12
COTL1	0.8958776	1.12e-05
LOC106146153	0.8951885	6.26e-06
CREBZF	0.8951443	4.44e-11
PLXNB1	0.8946552	4.19e-10
RANBP10	0.8942251	3.12e-15
ABCG1	0.8936682	6.74e-06
NRP1	0.8936581	2.08e-05
PIEZO1	0.8929274	2.89e-08
MYO5B	0.8928589	3.7e-06
PALS1	0.8923691	8.73e-12
DOK7	0.8923472	7.94e-07
TBC1D4	0.8923057	2.02e-08
DNAAF4	0.8922696	1.56e-05
LINC00667	0.892005	3.59e-10
PRKAR2B	0.8918769	0.000315
SIRPB2	0.8911198	6.79e-13
TMEM119	0.8905385	0.000304
ZNF521	0.8904789	0.00128
KLF8	0.8901926	8.39e-08
SLA	0.8900365	8.17e-07
VPS13A	0.889638	2.89e-09
OGA	0.8892124	2.18e-07
ARHGEF3	0.8890736	2.16e-12
ALCAM	0.8887682	1.35e-05
MGAT3	0.8872179	2.36e-15
FGF9	0.8870097	0.000222
AASS	0.8869033	0.000172
ADCY3	0.8866702	1.02e-06
HIVEP3	0.8865515	7.84e-10
TRIP12	0.8863381	2.67e-09
ZNF589	0.8862046	7.24e-14
ANKS1A	0.8858194	8.6e-14
HLA-DRB1	0.8854786	8.99e-07
SLC24A3	0.8854012	7.19e-05
TNF	0.8851321	2.45e-16
LINC02035	0.8843114	6.09e-10
MICA-AS1	0.8842309	4.37e-10
ETS1	0.8827938	8.03e-09
RRAGD	0.881603	2.3e-05
MCOLN1	0.8813384	3.96e-18
PRIMA1	0.8812675	2.8e-05
ACRBP	0.8807906	1.79e-19
KMT2D	0.8805883	4.16e-10
C3orf38	0.8803321	4.91e-10
CHRM1	0.880224	4.05e-10
PPP2R5C	0.8796847	2.57e-12
ARID2	0.8794531	3.31e-06
HSPA2	0.8794248	0.00349
KCNAB2	0.8792326	1.45e-12
ID1	0.8791756	0.00209
CD33	0.8790395	2.35e-12
FBRSL1	0.8789715	6.23e-08
DDX5	0.878717	8.01e-09
LOC729680	0.8786361	0.00094
INPP1	0.8784115	2.43e-08
ASAP3	0.8772715	2.65e-15
LINC01996	0.8772171	2.8e-25
BCL6	0.8771551	4.87e-10
RDX	0.8769145	1.36e-11
FILIP1L	0.8765968	6.25e-05
APLP2	0.8759365	5.27e-09
WWTR1	0.8746109	9.92e-10
NAIP	0.8746001	6.2e-13
TMEM243	0.8745516	1.77e-09
FAM78A	0.8743243	4.47e-08
APC	0.8739804	9.13e-10
NEK3	0.8733001	5.31e-08
PAXIP1-AS2	0.8732364	8.46e-16
CDC42BPB	0.8731087	2.34e-08
SERP2	0.8724735	3.33e-11
CD81	0.8723806	3.78e-24
MAP3K20	0.8721111	1.57e-09
FAM76A	0.8713778	2.08e-14
HLA-DQB1	0.8712825	0.000484
GARRE1	0.871049	1.09e-14
DUSP8	0.8704305	2.41e-07
ATP10A	0.8702457	2.25e-06
HLA-DRA	0.8696344	1.05e-06
KLHL3	0.8695235	2.46e-10
PARVA	0.8695064	3.37e-13
CRYZL1	0.8687981	1.34e-11
NLRP3	0.8682922	3.44e-07
VPS36	0.8682825	1.17e-12
LPCAT1	0.8682165	0.000244
ASAH1	0.8681048	1.06e-06
DUSP22	0.8677015	5.98e-10
ABAT	0.8673684	0.0015
ENPEP	0.8668977	7.27e-06
JPH2	0.8661598	2.26e-14
RPAIN	0.8659409	1.38e-07
SLC8A1	0.865083	2.69e-07
PIK3R3	0.8650531	4.6e-05
DDX50	0.8649932	6.05e-09
BMX	0.8648194	1.15e-08
TLN1	0.8647079	4.19e-07
FCGRT	0.8644618	2.23e-10
LINC00963	0.8643921	6.56e-15
C1QC	0.8637539	0.000175
TIAM1	0.8628821	0.000122
PELI2	0.8627646	3.8e-05
C3orf70	0.8625423	0.00125
ZFHX3	0.8621033	2.88e-09
ALOX15B	0.8620212	0.00314
TMEM140	0.8615778	5.4e-08
FBXW2	0.8615137	9.83e-14
AFG3L1P	0.8615005	3.5e-09
RGL3	0.8613592	2.36e-05
PTPN6	0.8612082	8.8e-13
MAP3K12	0.861178	7.89e-17
MSN	0.860909	5.33e-16
CFAP44	0.8602401	4e-09
RIN3	0.8597965	3.91e-16
EIF4A2	0.8597655	1.02e-05
MAP4	0.8597232	2.81e-16
GAB2	0.8595695	8.3e-08
FREM1	0.8591294	2.63e-17
PPP6R2	0.8589969	7.78e-17
ITPRID2	0.8589847	6.09e-11
ACADSB	0.8588196	0.00189
HNRNPA3	0.8588018	6.13e-19
MAB21L4	0.8587393	2.36e-09
DHCR24	0.8585644	6.09e-05
MSRA	0.8584739	5.74e-12
GAS7	0.858421	7.09e-09
WBP2	0.8581091	1.14e-12
TNRC6A	0.8580489	1.07e-21
MYO5C	0.8578931	0.000372
ST7	0.856763	4.66e-16
LAMP2	0.8565023	5.25e-09
PTGIR	0.8554637	2.75e-17
RNF38	0.8553933	5.65e-19
EPHX1	0.8553486	0.00275
FYCO1	0.8549727	2.26e-10
SRI	0.8549659	0.000115
FAM241A	0.854852	2e-10
GALNT16	0.8528864	0.0017
FARP2	0.8526693	6.51e-17
CSF2RB	0.8516923	1.85e-05
CSGALNACT1	0.8512751	9.68e-05
MS4A4A	0.8510125	2.08e-05
TNFRSF1B	0.8505296	8.79e-10
HEY2	0.850236	2.55e-06
SIDT2	0.8501268	2.18e-10
NDST1	0.8500522	1.67e-16
ZNF431	0.8499703	9.28e-06
DLGAP4	0.8497463	9.21e-14
ASXL1	0.8496972	3.11e-07
ABTB1	0.8494025	3.3e-19
SYNJ2BP	0.8490035	1.67e-16
CD163	0.848695	5.28e-06
MEGF6	0.848537	2.31e-14
CSPG4	0.8481191	7.59e-05
TSPYL2	0.8481019	2.3e-14
C14orf28	0.8476546	9.08e-10
CD68	0.8472984	8.81e-08
TIPARP	0.8469951	4.87e-06
FERMT3	0.8460911	2.54e-07
CLMN	0.8460394	9.56e-07
ZNF451	0.8460369	7.49e-11
C1orf52	0.8453624	3.97e-08
GOLGA2P5	0.8449159	5.5e-07
SIVA1	0.8448856	1.44e-09
LOC389765	0.8448614	1.29e-10
BMERB1	0.844559	6.75e-09
HERC1	0.8444549	8.1e-23
ITSN1	0.8444071	1.4e-08
CTSS	0.8442946	6.19e-06
MYO1C	0.8436509	3.64e-11
HRCT1	0.8435068	5.21e-11
PCBP2	0.8430494	4.52e-10
ITGA4	0.8426822	8.09e-09
TRMT9B	0.8420694	1.25e-14
VPS13C	0.8418172	2.17e-05
MIDEAS	0.8416546	3.27e-18
STK33	0.8414963	3.59e-07
INTS10	0.8412256	5.03e-11
GRAMD1C	0.8407979	3.18e-05
PHYKPL	0.8406171	4.34e-11
PALM	0.8405033	5.21e-08
MAST3	0.8399352	1.54e-15
ODAD4	0.839848	4.18e-07
TNS3	0.8391508	1.73e-06
LAT2	0.8390446	4.44e-06
G0S2	0.8389055	0.000388
FKBP1B	0.8387868	1.95e-07
NIT1	0.8383668	3.44e-15
IRF8	0.8378424	1.88e-06
SSH2	0.8376553	6.12e-16
CCDC170	0.8368762	5.65e-09
SIN3B	0.8364406	1.99e-14
DOK3	0.8363822	2.07e-05
EMP3	0.8362436	4.91e-06
CHN2	0.8359264	1.04e-07
DPH3	0.8358245	4.23e-13
HEMK1	0.8352728	8.12e-15
TLR7	0.8342811	0.000186
WDFY3	0.8342153	1.32e-11
NAP1L3	0.8337244	0.000465
ZZEF1	0.8335474	6.26e-19
SELENOO	0.8328392	3.51e-13
ANO5	0.8328211	1.29e-10
DMPK	0.8327118	6e-06
TTLL7	0.8319933	9.93e-08
TCAIM	0.8319796	1.5e-07
ZNF204P	0.8317088	5.55e-05
NBEAL2	0.8316805	1.83e-10
TUBE1	0.8309792	3.09e-07
SOX6	0.8308493	0.000203
BACH2	0.8306611	5.74e-07
STX12	0.8306544	4.29e-17
NDFIP1	0.830385	9.9e-09
CYSLTR1	0.8303393	2.47e-07
TRIM22	0.830191	1.15e-07
BHLHE41	0.83003	0.000388
NCF4	0.8299845	3.37e-05
MFSD6	0.829091	0.000112
PCNX1	0.8289583	1.05e-07
SLC19A1	0.8289172	3.42e-20
PPFIBP1	0.8288767	8.53e-06
TAMALIN	0.8281782	1.13e-13
VAMP2	0.8280133	1.81e-11
IFIT2	0.8278717	3.79e-05
SH3GLB2	0.8277277	2.44e-08
CLK1	0.8276285	3.4e-10
KIAA0232	0.8270362	4.24e-07
OSTM1	0.8267986	2.27e-09
TSC1	0.826417	2.37e-19
FES	0.8262741	8.92e-13
RPL10	0.8258342	3.58e-07
VWA5A	0.8256088	1.1e-06
HOXA-AS2	0.8254016	1.01e-14
SOS1-IT1	0.8253687	7.66e-10
DNAH7	0.8252232	2.97e-10
PLEKHO2	0.825183	7.19e-13
ACAD11	0.824775	4.56e-13
REC8	0.8246961	1.43e-14
STAT5B	0.8244138	3.83e-19
SNX13	0.82412	3.45e-08
LMBRD1	0.8231899	7.11e-13
TMX4	0.8228376	1.04e-06
FCER1G	0.8228163	6.34e-05
RC3H1	0.8223854	1.59e-11
KLF10	0.8223134	1.88e-09
TPP1	0.822306	1.28e-09
PCDHB16	0.8221211	0.000489
HERC2P3	0.8220687	8.56e-05
MXD4	0.8216932	3.85e-13
ETV6	0.8215974	4.43e-09
FAM228B	0.8214907	9.47e-08
RPS6KA1	0.8212018	1.63e-12
AVIL	0.8210725	5.47e-06
KBTBD8	0.8209931	3.34e-08
MZF1	0.8206529	4.3e-20
DGLUCY	0.8198341	1.09e-14
PRMT2	0.8196226	2.99e-10
IFNLR1	0.8191671	0.000635
ZRANB1	0.8176215	1.85e-09
PNPLA4	0.8175604	3.15e-08
MTUS1	0.817494	0.000131
TCIRG1	0.8169386	1.23e-08
SLC35D2	0.8169333	7.41e-15
DELE1	0.8168588	3.49e-13
HNRNPU	0.8163088	6.82e-07
MBP	0.8161853	3.69e-07
PDE4A	0.8161363	1.47e-05
SPI1	0.8158984	1.26e-07
EWSR1	0.8157233	6.04e-14
GNAI1	0.814773	2.76e-06
HBS1L	0.8145049	7.04e-10
IGFBP4	0.8142511	0.000118
BCL2A1	0.8134363	0.00133
FAM171A1	0.8130258	3.63e-05
AGO4	0.8130053	2.44e-14
NFATC4	0.8122633	5.37e-12
